"","SRR19925016","SRR19925018","SRR19925020","SRR19925022","SRR19925024","SRR19925027","SRR19925038","SRR19925039","SRR19925040","SRR19925042","SRR19925043","SRR19925045","SRR19925046","SRR19925047","SRR19925052","SRR19925054","SRR19925055","SRR19925057","SRR19925058","SRR19925060","SRR19925061","SRR19925062","SRR19925065","SRR19925066","SRR19925068","SRR19925070","SRR19925071","SRR19925072","SRR19925073","SRR19925076","SRR19925077","SRR19925078","SRR19925079","SRR19925081","SRR19925082","SRR19925083","SRR19925085","SRR19925086"
"RPL10",15.6710253694402,15.5546868021355,15.5422626383688,15.2475598379206,15.4584880133011,15.0978309550545,15.3768464697931,15.670591809005,15.3184482099011,15.8318643166116,15.2006008698266,15.9755443489093,14.9628036634159,15.1394043614908,15.0582502873696,15.2906515138919,15.1772574230795,14.9153813176705,15.3039738516654,15.052235081119,15.053860292559,15.3409037337715,14.949745053926,15.2076682802549,14.8205115896722,15.2071212061973,15.2328622156893,15.8496467094292,15.2942936147307,14.6490884189535,14.6157725817798,15.1255558261353,14.7280755415002,14.5254425050242,14.8041832432376,15.1317263220644,14.5892812004767,14.5071893697923
"ANXA2",14.9586331365299,15.1401487533792,16.13814619628,15.5282906866378,14.8364316582749,15.2590892986588,15.1607117571614,14.7657111921331,15.132992153176,14.82925671611,15.5576087620052,15.1519660190751,15.216401518624,14.9339038335911,14.8803950077959,14.7593652982061,14.6215096010656,15.1266120688809,14.3728456124967,15.5851326663651,14.7247186988238,15.2557308961599,15.1059873659861,15.0932123426203,14.4702283457367,14.7210909452215,14.5061058917772,14.4264438105538,14.5286363154814,14.9390236280273,15.5347525015126,15.0431700205714,15.7241019468483,15.4995695351811,15.499842736851,14.8288632099978,15.7783939635429,15.722896777561
"B2M",15.6544940332576,15.4912044771274,15.7228448196174,15.2770508800177,15.777238409614,15.2127993417383,15.1090569143569,15.0297862755445,14.9778742326392,15.4075799292934,15.2772078142225,15.3325374043167,15.0236480227477,15.0771723092842,15.1826383661344,15.2574225181997,15.1859287731812,15.1184084034923,16.1642443556818,15.0330479571719,14.8028519937383,15.2469920890068,14.8026241532718,15.0160348191878,14.5820325448518,14.9950505333991,15.2711446830605,15.5271540693042,15.254471794804,14.6463450674846,14.3078603254023,15.2606985879872,14.957070289488,14.911274762539,14.8183821562576,14.7585861255869,14.5893778570248,14.5367720929041
"RPL7A",15.6946793912859,15.255834289858,15.3009940938958,15.3344242641263,15.2461815642593,14.9079551432556,15.4399660917845,15.8622312055447,15.2082709573536,16.0371663038256,15.2719819914062,15.9944390166492,14.9010857500642,15.2177255340351,15.2720760718254,15.4815477935088,15.4160192115056,14.7911733889882,15.1430220315782,15.089761676434,15.255631304948,15.3618497969298,14.9115226024222,15.2099720575317,14.9314922959811,15.3114416036464,14.921097535289,15.9156637253255,14.9856556291623,14.2658714692653,14.1435095629694,14.9082226605294,14.7707881342084,14.3842499241394,14.6302437939396,15.0898328448407,14.1682774069965,14.3394389930522
"RPS4X",15.6217600762882,15.3151358366101,15.2802773137049,15.2225666600531,15.3041806564111,14.9048385724814,15.3074756637612,15.7894162634434,15.0647061929027,16.0188252501406,15.1507271871525,15.768478755766,14.8232251633349,15.1629482219414,15.1986610733664,15.3778930874756,15.371655247137,14.9343772055592,15.0658834058739,15.0555891745528,15.2375561698622,15.3098490460849,15.0016042143852,15.2296781358061,15.2089395587997,15.2588692219915,15.0330042560686,15.9097235978588,15.0377925116199,14.4505519826119,14.2937302661743,14.9491056494535,14.7515206331633,14.4644676216832,14.6868750479859,15.2614236403609,14.2167407076093,14.3999132333972
"EEF1G",15.4674841430375,15.5129326769865,15.5326711054107,15.2816826393741,15.3958851698443,15.1038707957918,15.2313029794393,15.5443202519313,15.1019170603589,15.8472742894892,15.2582786560398,15.8213756267512,14.8430916671493,15.1120083111661,15.0575748911545,15.265990766404,15.1660182945408,14.7858631155227,15.0998718826414,14.9744374396855,14.9051478856516,15.2259656917569,14.696056975763,15.1555997681834,14.9945525752531,15.1715856411212,15.330775659506,15.8655658657364,15.2366546522866,14.4487385461264,13.7231762430321,15.125990854784,14.9123648015339,14.6935784213513,14.7182397598082,15.0779648433569,14.383649283397,14.549101309422
"RPS8",15.6788879146367,15.1808979842329,15.3202136546381,15.3447699098574,15.1945540250661,14.7858974305836,15.3388531479704,15.8192669200833,15.0907275603566,16.0819928100731,15.11063114087,15.9461985083157,14.7854263987149,15.1638727565853,15.2350946323224,15.4518861128286,15.3582207581367,14.8136173363622,15.0826978240544,15.0756499570906,15.1463565252451,15.278635066773,14.8437910419401,15.0564400858416,14.945033319357,15.2898235773309,14.9447365589089,15.9119453363193,15.0111669800899,14.2651422653166,14.0729700876002,14.8012235723342,14.6350397100423,14.3103335834495,14.580085206974,15.2129198221203,14.1003723866559,14.2282832606974
"FBLN1",15.6292002704469,16.1392480824732,14.9220621503694,15.6710410485303,15.2634912650381,14.8839451609066,15.454144983316,15.8928952164605,15.2727670535278,16.0307331406581,15.4449694273959,15.9223258202818,14.6953561053928,15.0795025092094,14.4916591727726,14.9294931512612,14.6961577310043,14.3730584521381,14.9514937579332,14.5753934044342,14.8443526467485,15.3258761096476,14.9032382622673,14.9165068759386,14.4684316249169,15.000536810412,15.1803632712682,15.098499525742,15.319874574357,14.5556037768247,13.9384814453428,15.3595658292967,15.0709271622164,14.3350090770243,14.8312600953981,15.2619120921805,14.4419282571664,14.1347377047579
"HLA-B",15.2508683424601,16.0569392034249,15.3798247672068,15.0197241482957,16.1038241934379,15.2788086855737,15.2558369830729,14.7437953497686,14.5131050021854,15.5186417947748,15.0631559595424,15.8054556934028,14.4805910121698,14.9697918965897,15.145245809748,14.7181313364584,14.860696811243,14.8397151424108,16.2000126020548,14.7195210502646,14.3828243915417,14.7136399097045,14.5372997680736,14.5631893819233,14.674545729527,14.4697392258604,15.0425434427163,15.6994941354787,15.2820335903409,14.0820873470986,13.7956213100532,15.2196268798385,14.9057414769327,14.6050610781776,14.7818124387716,14.0484373359394,13.9518193075148,14.339944803241
"RPS6",15.5937760821393,15.1475770798664,15.3230556254834,15.2250504312138,15.0851150126841,14.7147333711514,15.2800675554107,15.7980463128317,15.0348805279158,16.0224898043499,15.0918265413452,15.8533324426417,14.7714716978354,15.0919526754889,15.0649782648454,15.4185228322996,15.2404173175168,14.7206169074863,14.898497981602,14.9603205297316,15.0259110963778,15.2351545782111,14.7919217633171,15.0024320516004,14.8714852548647,15.1431345370234,14.8888260950277,15.8437325439409,14.8964827926718,14.1386262158676,13.9794322814223,14.7811067043612,14.5798657660368,14.1746008389944,14.4543594756099,14.8673047698193,14.0245076628134,14.1445920855388
"HLA-A",15.6113271045371,16.0215875863383,15.3657409307183,15.3400491427713,15.6586101186022,14.619155525673,15.0801225127366,15.345059385994,14.6501951269477,15.605567789831,15.3211727427232,15.6914985209985,14.7773747009237,14.5055003565072,15.0594649049687,14.9499852245054,14.8441713816154,15.0672127933527,15.7573965283827,14.2765698052269,14.3712944485719,14.8538749058856,14.6493606886421,14.8433515515251,14.7960427371074,14.5203155300131,14.7389907646511,15.5739771627142,15.2570237957636,14.3393740830601,14.0911505550681,14.9394770487586,15.1554949689027,14.4487426325408,14.8497230984961,14.5247588837966,14.1921825008983,14.2100157931525
"RPL8",15.4245150047495,15.1238494231679,15.2676091031086,15.1238788780961,15.0760947001664,14.5860020079323,15.3775464500053,16.0486060562692,15.0863174609626,15.9703532744491,15.056858715113,15.7418953730159,14.6479095311409,14.9399556271062,15.0985771522076,15.238276804156,15.2728970514027,14.6429318661173,14.7215872025697,14.9123947489901,15.193630112104,15.1172655642308,14.7442529136688,14.9382332635525,15.1669324213646,15.2762744022404,14.695127964903,15.7616932874914,14.7916220489119,13.9968453063817,13.9639601763023,14.5433188992007,14.585242806458,14.0775555731252,14.5168727508072,14.8152153010727,13.8766816283998,14.131353362927
"COL4A2",15.3976893707047,15.10011726418,14.22824806851,15.1753172315763,15.1677944042279,14.4780892991235,15.0713033341912,15.9202715907662,15.3124929807165,15.5019076163378,15.2959694306742,15.4387889852708,15.0999750074623,14.79487002204,15.0074924737955,15.2324550476242,15.0995577610399,14.7203305635677,15.3245167888916,14.9736322723035,15.6343490422495,15.0474468714061,14.9271363637715,14.5759580961174,14.8780451561926,15.3010309792371,14.4519579993032,15.3800932217902,14.3393397766092,14.5637851859632,13.9063266792564,14.6122375190091,14.715817259327,14.1941494989557,14.6620850796746,14.89220720904,14.0119348886626,14.1780303219314
"IGFBP4",15.8397949893658,14.9973318381503,14.8202697368314,14.958166695881,15.5878405443592,14.6764888660958,15.2387032565519,15.7339691463679,15.2567186022873,15.7293687751996,14.9945490743833,15.5228077948079,14.7908096322412,14.7458237996415,15.4490749896425,14.8286569719626,15.0418731562205,13.73783484546,15.3395731426888,14.0497540389922,15.0114474956712,14.9803335771114,14.5750816765445,14.9215328378431,14.379794079782,15.3508098853565,14.9335586900599,15.7892808968215,15.3010102266738,14.330145801611,14.1250366850175,14.9198883007617,14.8337512256361,13.7071346661594,14.6429310554677,14.1108092507761,14.2919269983611,14.2373488587534
"PTMA",15.5023250141541,14.6992759339298,15.1972388217569,15.0261896413467,14.6191203339629,14.656246068042,15.1353571350467,15.6018714956246,15.053922459768,15.672737705256,15.1008162194998,15.2251086801453,14.7363182457067,15.0776619599434,15.7189084096946,15.2294022511512,15.2183090241809,14.6986516181179,14.7039333256173,14.858019420832,14.8235949965629,15.0160169384621,14.7718410959795,14.823615987468,14.799342353367,15.0268865177921,14.3852031579813,15.0915230622151,14.529694783479,14.3712109304228,14.400067224872,14.8448487738252,14.7442301498383,14.3939123227461,14.7474167817605,14.7180169937243,14.3721529829166,14.3501828051085
"RPS3A",15.2205595580472,14.8755830172177,15.2626535650741,15.1279636105398,14.9053361801771,14.5770253659457,15.0263945260616,15.4860506676749,14.8037446785566,15.7572527599855,14.8986092089824,15.7437290377655,14.4840694648474,14.904143638893,14.8550401040964,15.1019739300196,15.0438044480577,14.7138596430962,14.7819086982154,14.7355021618794,14.6666162573273,14.9650256365535,14.6002163860888,14.8999661774671,14.7345603519645,14.8093539524103,14.7308025611059,15.6556397178864,14.7607406338644,14.0319460195308,13.9836130136842,14.5344151581634,14.4660102138503,14.1433460852469,14.3647819798624,14.9300766378806,13.9653990778832,14.0591785222975
"FLNA",14.8590191307668,14.7247224261137,14.3570511762113,14.6456439170222,14.9756371141968,14.3806625341604,14.7819247070457,15.4201706350762,14.9894339781986,15.5096412043256,15.0216550727144,15.4174186098342,14.7797213929745,14.7502158536029,15.3704572117676,15.1958203460673,15.2684527251448,14.427378837655,15.1539440104188,14.8520349106669,15.3829821204466,14.8703250759508,15.0798957980262,14.5354737484175,14.7014446915275,15.6036414264859,14.314026060883,15.6664940564358,14.5993522188568,14.2128294899778,13.2423024993186,14.2645785411898,14.5418137336157,13.7403142939418,14.4429494409023,14.447682535162,13.7619137956561,14.1067456160548
"CD81",15.1564801680668,14.9803106820309,14.6188134905092,14.8982152544233,14.9628764681334,14.6329718424122,14.9460471144924,15.143723278143,14.7908677016483,15.5396800977854,15.0462810890294,15.3050534525165,14.5096697083617,14.8199319011909,14.7561958541054,14.714827636145,14.6195569879154,14.5532053871185,14.9275466045073,14.4971490452079,14.9675203988842,14.9259951698237,14.5473829290046,14.5956049476686,14.813220591692,15.0572642013425,14.5967042258605,15.2619715731276,14.8562711417704,14.5655861073246,14.5102760101927,14.4978395749875,14.6232604723099,14.6376959291066,14.8049671002813,15.07041460799,14.3134757255096,14.4840804003191
"GNLY",14.5598798299683,15.2299504099564,13.9848239240012,13.8891906375545,15.9983317586044,13.2795768923335,14.467238366029,16.1922574243607,13.293516835148,15.478716147781,13.9365518421058,15.72296416066,13.8943512566328,14.7930639179206,16.4883279604995,15.7649132358942,15.531584543393,13.3026056786926,15.9870284972363,12.6710149468387,15.8211124750732,14.6467803333005,14.4659792868791,14.139637308751,12.4311181499202,14.2456877574441,15.0895924745161,15.8425768680586,16.0749498220658,12.7003173741662,13.1588978403705,13.840324327879,13.874857026394,12.5599329099914,14.605030124966,13.0024364874954,12.4683810868479,14.1317852041825
"RACK1",15.3955596279561,15.1084896816886,14.9742382727629,14.8594986921821,14.9739632404361,14.6217127675911,15.2031575922541,15.6142033489594,14.9212895709928,15.7256170890081,14.9183514753108,15.5251052563777,14.4109198043664,14.7831357333284,14.8999929207986,15.0283087042077,15.0142109688739,14.4249318021323,14.6826778859129,14.644394364496,14.836335758416,14.8530628212467,14.5168265464721,14.7874920779189,14.6210504119622,14.8672733005744,14.6132360951683,15.631394236616,14.6795014690733,14.0483410649908,13.9655316100404,14.5281935270752,14.3433894304235,14.0657956523628,14.204706025153,14.9289517344474,13.8784810158991,13.9928520190723
"MYL6",14.7239542666426,14.9221563717524,15.2042717823657,14.9997750194853,15.2617205909488,14.706687786709,14.6659258511925,15.091981583691,14.9812950003955,15.328907169584,14.9980327511087,15.560562315742,14.5420512345251,14.5028275138174,14.9260649579056,14.7072598212022,14.6385582559479,14.4409675084959,15.1300685324286,14.6331474603142,14.716196565836,14.693453908146,14.8105210712698,14.5207728043804,14.4671819918791,14.826562274253,14.6118736080557,15.2663757104747,14.7946798351609,14.3688760092354,14.0494725600549,14.4131683122747,14.3952193037723,14.5873307785481,14.5133183188665,14.4759310254188,14.229923938458,14.3745906320519
"RPL12",15.2792309658572,14.7906828030184,14.7340450376697,14.6634145730555,14.9058500543743,14.5003358826368,15.0226211797859,15.5127509481036,14.5589463094396,15.4888415373311,14.5944337064466,15.5325195133007,14.135831630594,14.9719148670185,14.8736028975396,15.157437809537,15.1968382326082,14.3623941061845,15.2341040177331,14.5854136651605,15.1393945389021,14.7974236234388,14.6468099800029,14.6409944034597,14.6502379127445,14.6190098129805,14.505193851758,15.6494435666946,14.6150759007178,13.9149796551944,13.5524274625256,14.4885551185209,13.9654130133657,13.7053944860399,13.979796804054,15.0504757470685,13.4911660625792,13.8042155000929
"RPL6",15.1569757005149,14.7986413900888,14.8335891569347,14.8552381634398,14.8228906501106,14.4372080870808,14.9215204763441,15.4381414804945,14.6362842192565,15.682945725214,14.7071265026085,15.3843214102005,14.3914265381068,14.7722999145172,14.8893154507067,15.1088876307898,14.9456606727571,14.3943866732483,14.7927544926374,14.6388651292884,14.6899552385538,14.9024515110091,14.4320479701011,14.6070821923708,14.6097933633868,14.9234929610414,14.62693249703,15.5513867797587,14.6671477202792,13.9169599518999,13.7159409518304,14.4777962767987,14.3244766582383,13.9999918899248,14.1870586266714,14.7317366688984,13.7286917237252,13.9274501382301
"RPL15",15.191580769824,15.0030873555246,15.1602938451863,14.9816661978555,14.9324919633366,14.6065439058623,14.8626776577979,15.401802241599,14.6801147165546,15.5424741517772,14.7926758697001,15.5018047566255,14.439217931902,14.6797380547303,14.8088418787267,14.8887765986571,14.8137514291566,14.5129198245176,14.8798432113561,14.7793902627389,14.6383759951928,14.9176917903493,14.4619796102041,14.5669631834677,14.6150265640058,14.6117637690571,14.5378635965836,15.3225287492037,14.7042588196327,13.9116198255163,13.8337038716465,14.4148577163133,14.2722522766537,14.0323183303115,14.2507324557149,14.7795113410707,13.9663671640128,13.9484898442621
"SERPING1",15.7078979204158,15.1169461579705,14.6159409083246,14.7990242821063,14.7180709322028,14.1525830291215,15.3024048766217,16.0126975350792,14.9678157055735,15.8838268339888,15.0258193485556,15.636505957668,14.2863254275172,14.8090569547601,14.812307596484,15.047476118549,14.8649841527794,14.0002344037982,14.6903219056898,14.4911308699195,14.7220756072346,15.1630155490979,14.5927837315136,14.6386843190019,14.5730347791673,14.9043136731865,14.3086347076673,15.7277708650528,14.3813848761288,13.708710608504,13.2551433973053,14.6777400426425,14.4503905529758,13.175849426129,14.0931973369664,13.3103251372557,13.6652623750954,13.5819841261741
"RPL7",15.1503572448334,14.806780665525,15.0632494913435,14.8932031768772,14.7008807494486,14.6155699410749,14.8135478268056,15.0069373440513,14.6004317787044,15.3972334563841,14.840959841385,15.1393249360745,14.4508009261181,14.7533311965627,14.6816114749719,14.8869060856651,14.7373633440442,14.4688973043585,14.6116473665436,14.6382075577387,14.3326516064128,14.8791686402762,14.3716518920758,14.7908952250197,14.3295443210551,14.75640606194,14.6611064960076,15.4305143895794,14.5417398739651,14.0895833954252,13.8276002633491,14.5139324158752,14.482193134959,14.0538882547914,14.2632841416688,14.5104310510035,13.8958274080879,14.1255800120613
"RPS3",15.176561476417,14.6159706224489,15.0696517407027,14.8203012397101,14.744443977595,14.3991613611258,14.9076145277508,15.3624168705592,14.5893892112834,15.4214292004084,14.7479908364326,15.3498663962169,14.4218969489895,14.7396715572123,14.7581435649419,15.0871817388968,14.980197419174,14.4090290273181,14.3044090643395,14.6420783803277,14.7402996054297,14.8250822801478,14.3198771464003,14.5736736308902,14.5160103416527,14.8513299920873,14.5852094023821,15.493515023133,14.521313187951,13.7986470956761,13.6539638512083,14.533577228514,14.3528429724457,13.8963671163009,14.0855307983367,14.3585319037384,13.6217229986196,13.7546083031981
"IGFBP2",15.5724706720302,14.7611129776227,14.4321273380554,15.2963817773366,14.9544884959026,14.1606307057438,14.9724363525736,15.424858131634,14.7818022449195,15.4241244160177,15.097660872029,15.489906975627,14.5615007628789,14.3164899239883,14.4338295027331,14.8346090045429,14.6020973362976,14.2933759573182,14.8937265781299,14.1829530527684,14.7877704771897,14.837206750687,14.1291355024737,14.2332606531403,13.6803890289141,14.8929066688008,14.4925736743273,15.2172665785926,14.5525274510188,14.2999621129291,13.3926799689141,14.2705022709927,14.3537417806665,13.6560826292275,14.3216523707916,14.8408903647351,13.5326720772711,13.9866258205517
"HNRNPA1",15.3188169306941,14.4132381498689,14.7369484163333,14.7556187761319,14.4073504381195,14.5175866012569,14.8815663018812,15.185470385978,14.5804053532111,15.2449194829404,14.8317148402334,14.8627434941037,14.6574862188612,14.7011611572629,14.7275333570013,14.8501152455641,14.8704843217742,14.1321324512729,14.2586514407566,14.5462804677124,14.6275003008716,14.8460568734753,14.4872375387102,14.8443460436977,14.3071653041126,14.8286513065558,14.7069240298853,15.1897012069079,14.3756067007876,14.185247685522,14.0868502094392,14.715733719134,14.5961637253386,14.1651929626069,14.1939496267464,14.5680927865678,14.0486565396246,14.089272021852
"RPL19",15.2893774071905,14.8114179198831,14.6651476285577,14.65984196167,14.6982333351092,14.2673422082149,15.0247571488678,15.7095651594333,14.7750377309189,15.6433863498213,14.7138700512354,15.4092120028059,14.26853092368,14.6437007841167,14.8495688763858,15.040971999686,14.9191956186839,14.3799258757912,14.5712469862587,14.6531651129865,14.8409046285111,14.7975296809021,14.3821844718048,14.5373766705947,14.7921192181147,14.7378383047861,14.212174941693,15.3263257973177,14.354683324185,13.6650339043294,13.5176358570738,14.226155328899,14.0811110944495,13.789181203723,14.0353387852665,14.6823490866393,13.5632062818074,13.6904771340384
"TMSB10",15.0044086115866,14.7190857129502,15.0630404618203,14.7701648141344,14.7580018599567,14.6238204799483,14.6369417460477,15.2651846756767,14.5805586607338,15.232312691557,14.6862206248591,15.1901532598406,14.2425982434672,14.3835786766761,14.9826846721899,14.55416744925,14.6853375209524,14.7116831148368,14.4758904346935,14.8481188427096,14.7502186820187,14.6223236758909,14.3239970083205,14.3174470436325,15.2609826488771,14.5211559681317,13.8138487038007,14.990608904216,14.1188095164862,13.786311783071,14.0246927055948,14.036180161295,14.2695343529741,14.3393859996978,14.3593006714792,15.152122932046,13.8540491650515,14.4035326660239
"C1S",15.2339171657797,14.63895224491,14.5524883009708,14.3139242636779,15.0218306349791,14.5315169969771,14.795803354048,14.9226787400785,14.7171095506962,15.4346383007259,14.7656557763877,15.2650945744716,14.6356633668962,14.6996157618891,14.7227023151395,14.7098924561653,14.6174957843387,13.7702662823718,15.0877376085088,14.0688495854654,14.5883504235158,15.1254249400647,14.5435965969532,14.4985853826424,13.7756006097319,14.7302527548079,14.595212907159,15.2165453448587,14.6567832776991,14.3745052002415,14.0016128810818,14.8018031872706,14.3708041398831,13.8534467245968,14.430026655043,13.8704750521935,14.0130517079896,13.8085755989375
