"","GSM5680942","GSM5680943","GSM5680944","GSM5680945","GSM5680946","GSM5680947","GSM5680948","GSM5680949","GSM5680950","GSM5680951"
"AC003092.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003098.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003101.1",3.9111588,4.453207,3.6014423,4.2154922,3.813203,5.1772757,4.005599,5.105168,3.8813868,3.9490645
"AC003101.2",15.980037,15.60283,16.365309,15.966866,14.520616,15.6557255,16.050585,15.907825,15.728142,15.811079
"AC003102.1",15.842457,15.559852,15.499295,15.430843,15.786211,15.827955,15.835402,15.622145,15.790192,15.946513
"AC003659.1",3.6730995,2.42625,2.433,2.5769746,2.9681726,2.350215,3.0165508,2.36195,2.333692,2.8973858
"AC003666.1",10.472987,10.460259,10.089356,10.5554285,11.068247,10.456314,10.166547,10.492076,10.533272,10.60256
"AC003681.1",4.4454327,4.967463,3.115872,4.5026393,3.252427,3.352988,3.5414433,3.5688562,3.7842166,5.247934
"AC003682.1",4.620771,3.7515376,5.0376472,4.131917,3.191984,4.2165937,4.582604,5.130073,4.480661,4.6081724
"AC003684.1",2.702712,2.42625,2.433,3.559609,2.405335,2.350215,2.6114008,2.36195,2.5326903,2.5298803
"AC003685.1",2.8798645,2.42625,2.999685,2.5769746,3.3155904,3.1366458,2.3484516,2.6075325,3.228272,2.739186
"AC003687.1",3.2967803,3.7010605,2.433,2.5769746,4.996056,3.1126728,2.3484516,3.7156177,3.4782045,3.9845278
"AC003688.2",2.352362,2.42625,2.433,2.5769746,2.4108453,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003950.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003956.1",8.482698,8.301982,9.208378,9.045586,8.872205,8.872971,8.731124,8.990475,8.941808,8.586482
"AC003958.2",7.6145997,7.5392866,9.205317,9.32386,6.1890554,8.099781,8.008995,8.022289,8.1349535,7.6544476
"AC003965.1",4.6791787,5.1093745,4.3446894,5.1682982,4.6053286,5.153045,4.9364815,4.9063587,4.018906,4.5683002
"AC003965.2",5.1843824,5.2465515,4.559712,4.8954377,3.881802,4.545602,5.264358,4.272353,5.224786,4.186977
"AC003973.1",5.253674,5.3711977,5.9880185,5.270455,6.7246566,6.3351355,4.898581,5.305018,6.0571227,5.4631133
"AC003975.1",5.0959826,4.7889285,6.096125,5.1148405,4.6795716,5.1548834,5.3967505,5.2060447,4.984983,5.3929954
"AC003982.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003984.1",2.352362,2.42625,2.433,2.5769746,2.5983257,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003985.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003985.2",6.284362,7.107913,4.745893,5.1071115,5.9966784,5.1773634,6.688622,5.455128,5.5746765,5.622401
"AC003986.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003986.2",2.970775,3.4769251,3.9391658,3.5387883,3.6317964,3.083006,3.2498598,2.36195,3.3122017,3.3658438
"AC003986.3",5.889322,6.447317,7.1224413,7.4456887,6.759718,7.4940796,6.1739426,7.887753,6.393317,5.7013617
"AC003988.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC003991.1",7.3233066,7.208477,7.419638,7.598885,7.962298,7.246627,7.3570366,7.0495644,7.3590193,7.1641355
"AC003991.2",3.1015978,2.42625,2.433,3.5783613,2.3236892,2.7729528,2.3484516,2.6287396,2.6338093,2.80781
"AC003992.1",3.383202,2.42625,4.6040416,3.5189028,3.6865451,3.7982035,4.6233454,3.09598,3.7617404,3.2126963
"AC004000.1",7.3375673,7.559753,7.1887474,7.8965144,7.817582,7.55516,6.9442363,7.405106,7.6904445,7.3957915
"AC004009.1",5.726676,5.472446,6.183315,5.673127,6.0939174,5.7960668,5.6311665,5.766154,5.687529,5.542551
"AC004012.1",3.3896475,3.530422,4.953592,4.145398,3.311242,4.3007827,3.8619347,4.7828937,2.9791825,3.7497401
"AC004014.1",8.095249,7.805231,8.612678,8.934039,8.205031,9.134403,9.1428,8.613022,8.3541,8.264509
"AC004023.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004034.1",2.352362,2.42625,3.4418037,2.5769746,2.5375738,4.1597786,2.3484516,2.36195,2.958083,2.780418
"AC004039.1",3.1677647,3.2121742,2.433,2.5769746,3.2098088,3.2037716,3.0026276,2.36195,3.3894434,2.8592665
"AC004052.1",5.502575,4.828833,5.823149,4.8939815,5.591623,5.248272,5.5995226,5.0370674,5.1094546,5.6802654
"AC004053.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004054.1",2.352362,2.42625,3.525858,2.5769746,2.3916092,3.7078407,3.8128693,2.6261597,3.6342256,2.6958303
"AC004057.1",4.2918186,3.7436323,4.786934,4.346209,2.7519147,3.7431798,4.1112685,4.099427,4.501527,4.426941
"AC004063.1",2.352362,2.42625,2.433,2.5769746,3.50254,2.6222756,2.3484516,2.36195,2.333692,3.0333142
"AC004066.2",4.7876754,4.8328323,4.5375414,4.2410927,4.297148,4.4253798,4.5792994,4.6440296,4.3241324,4.0590677
"AC004067.1",4.7767587,5.783039,4.191966,5.0570273,5.4977183,4.166773,4.2187095,4.8904867,5.1061025,5.0586567
"AC004076.1",5.6283536,5.2897344,5.939841,5.4061146,4.8785706,5.014518,5.690766,5.024646,4.6139073,5.350779
"AC004076.2",6.889493,7.707551,5.8533807,7.031733,6.470806,6.373125,6.7415056,5.736748,7.2746935,6.267306
"AC004080.1",4.741882,4.2603345,4.767545,4.6161613,3.659783,4.398216,4.9467273,4.8030267,4.149379,4.2316985
"AC004080.2",7.4066815,6.6463165,8.062965,7.33442,5.9430523,7.2099104,7.5552454,7.299846,7.244109,7.3174405
"AC004080.4",5.2516685,5.1095147,5.100345,5.2866063,5.343294,4.9583654,5.6273894,5.4661326,5.1698813,5.234213
"AC004112.1",5.9860687,5.615053,6.301601,6.0851035,5.3639374,5.890876,5.912903,5.578812,5.525906,6.1588297
"AC004129.3",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3420334
"AC004130.1",6.095398,6.5882545,6.441262,7.976723,6.3233,7.62663,5.8646297,8.064168,7.0433674,6.4882
"AC004147.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004147.2",4.755541,4.826517,5.345072,4.8901505,4.733414,4.967295,5.497837,5.249703,4.763931,4.8020096
"AC004147.3",4.833,4.0491776,4.9163456,4.0412135,5.4647555,4.782445,4.670876,4.9817057,4.6130714,5.204606
"AC004147.5",12.217291,10.468244,13.188583,12.506148,10.207641,12.802881,12.747528,11.756344,12.013218,12.106676
"AC004148.1",2.568973,4.6232595,3.5175765,2.5769746,3.346551,3.704831,3.0283852,3.0454264,2.9930215,3.8016086
"AC004148.2",5.8517427,4.995541,6.489745,7.703204,4.936062,5.808158,6.0488005,4.818761,5.938477,5.0537124
"AC004156.1",10.050901,9.560196,10.112268,9.92031,10.048866,10.183255,10.052044,10.106371,10.00686,10.100592
"AC004158.1",5.4322805,3.3931775,2.433,3.7013824,4.525326,4.31041,4.0609746,4.76685,4.149718,4.292066
"AC004160.1",7.4718523,6.031368,7.940561,6.3290424,7.955668,7.585739,7.223303,7.7599115,7.6403623,7.738685
"AC004160.2",7.25042,7.3063626,7.134599,7.1256037,7.619887,7.1063404,7.0258484,7.2869163,7.026691,7.3428907
"AC004217.1",3.011137,2.42625,3.0971756,2.5769746,3.8798099,3.4322507,2.3484516,3.0046067,3.383202,4.029487
"AC004221.1",10.293917,9.909605,11.670415,10.506072,10.023704,10.82015,11.03169,9.951333,9.809774,10.128821
"AC004223.2",6.365362,6.337419,6.04599,6.0219717,5.9478393,6.4890504,6.298349,6.276333,6.4239697,5.5389934
"AC004223.3",6.162228,6.472351,5.425592,5.3134136,7.611151,6.1139297,5.990593,5.930136,6.3080955,6.765756
"AC004231.1",11.847405,12.192738,12.367209,12.482647,12.337138,12.423356,12.055534,12.456133,12.166905,11.90746
"AC004231.3",7.727441,7.063294,8.317689,7.562914,6.90765,7.421427,7.89127,7.7493143,7.581698,7.406406
"AC004232.2",16.942991,16.967747,16.885561,16.967747,16.957191,17.030344,16.942991,17.022528,16.86991,16.948503
"AC004233.1",10.738924,9.007181,9.676772,8.670052,9.836656,9.211581,10.549857,9.217673,9.199533,10.429847
"AC004233.2",14.775132,14.827659,14.253431,15.248983,8.883935,14.440521,14.620159,14.638162,13.820512,13.975611
"AC004233.3",3.8038008,4.1581106,3.005376,2.5769746,3.6919324,4.238046,2.8997977,5.4216943,4.3074355,3.7562723
"AC004233.4",17.074585,17.137436,17.119259,17.20144,17.065607,17.064621,17.059834,17.137436,17.080662,17.030344
"AC004241.1",15.108461,15.825156,14.415294,14.839396,15.858547,15.298722,14.801859,15.366097,15.718181,15.646036
"AC004241.2",6.0474486,6.204998,5.6787515,5.6239624,6.8702154,6.2800493,5.874481,6.17189,5.945094,6.224303
"AC004241.3",3.6599023,5.0816,2.9945292,4.422427,4.0166154,4.2532597,3.026459,3.6151197,4.3912296,4.5925274
"AC004241.4",5.5107427,6.2653456,4.7550554,4.6082625,5.7691574,5.5929,5.262803,5.708932,5.313236,6.078846
"AC004253.1",16.516672,16.680244,16.339699,16.5676,16.747547,16.62461,16.500616,16.663038,16.529099,16.60091
"AC004253.2",3.4461737,3.0012488,4.3080816,2.5769746,3.7052927,3.6055353,3.597085,3.2498598,2.7539983,2.8177402
"AC004257.1",4.94829,4.9292502,4.9985094,4.687029,5.2409062,4.6427712,5.420013,4.87047,4.7094755,4.86851
"AC004263.1",10.779138,10.318532,11.266296,10.351472,10.826939,10.858765,10.906761,10.272107,10.428567,11.270776
"AC004264.1",6.9697776,5.7506323,4.3159833,5.4011,6.837614,4.656074,7.8351865,4.2775455,6.114295,5.9184637
"AC004381.1",4.151338,4.0328107,5.460805,5.8782325,3.2493699,5.42142,4.2934937,4.9276366,4.737432,4.2814455
"AC004408.1",2.8280768,2.42625,3.315039,2.5769746,2.3236892,2.544627,3.2329774,3.3092923,2.8291104,2.7790294
"AC004415.1",3.7587116,3.9109676,3.0878353,2.5769746,4.7616477,4.061588,4.782445,3.9424405,3.6951098,3.8129866
"AC004448.1",6.1132007,6.102739,5.8837605,6.3527336,6.184583,6.021515,6.3885565,6.257619,6.523174,5.861501
"AC004448.2",10.3332205,10.4778595,10.487536,10.814963,11.291988,11.017066,10.501741,10.693806,10.844108,10.451811
"AC004448.3",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.7461493,2.36195,2.5372627,2.4159696
"AC004449.1",2.6426187,3.5569518,2.433,2.5769746,2.7420626,2.871825,3.7631247,3.658403,2.8940535,2.8193927
"AC004461.2",5.120346,5.171184,4.7624474,5.496,4.8501387,5.4341373,4.6883044,4.885274,4.8994246,5.442324
"AC004466.1",13.248714,12.3458,12.472415,12.160395,13.794975,12.972829,12.943594,12.699658,12.933185,13.180086
"AC004466.2",6.014165,5.8102865,6.57882,7.092387,5.7902865,6.6350794,7.583593,8.238329,7.2766914,6.46639
"AC004466.3",2.6447115,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.44551,2.5662582
"AC004470.1",4.4170504,4.1596727,3.5994632,2.5769746,4.144112,4.3070717,3.9738746,4.0690856,4.949956,4.7290244
"AC004471.1",4.711361,4.285143,4.50812,4.5731072,5.0876307,3.8619347,4.8592978,4.072234,4.335078,4.589244
"AC004471.2",11.185135,10.265459,11.326799,10.569995,10.930705,11.251903,11.350998,10.81331,10.80394,11.545484
"AC004477.1",5.6041374,5.516003,5.6213975,5.378033,6.027618,5.322016,5.479974,5.5710115,5.370194,5.779392
"AC004477.2",6.8078046,7.2626967,6.8051524,7.129764,7.106449,6.731122,6.643222,6.463894,6.993679,6.7540927
"AC004477.3",3.1465185,4.5660305,2.433,3.6456773,4.5041895,3.381354,2.7732043,3.3762736,3.6378176,4.0449486
"AC004485.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004490.1",8.109219,8.351838,8.36576,8.927197,8.75836,8.748276,8.078406,9.424077,8.833881,8.222421
"AC004492.1",5.491822,5.917845,5.0673037,5.8776937,5.6155114,5.915,4.837798,5.5959253,5.8669662,5.656112
"AC004494.1",6.306786,6.2281737,6.2034516,6.4841175,6.8409586,6.3001785,6.056032,6.713685,6.620442,6.1896467
"AC004522.2",2.9797308,2.42625,3.8156848,3.4780033,2.3236892,2.9985225,3.5367835,2.8236902,2.333692,3.092071
"AC004528.2",4.700336,4.609958,4.369716,4.7913213,4.7252207,4.2159576,4.5934935,4.6447573,4.3579364,4.5673156
"AC004540.1",12.337138,11.006723,12.033969,10.82015,12.2045355,12.576899,12.016442,11.938582,12.67071,12.997361
"AC004540.2",6.211648,5.7950525,6.4150567,5.181245,6.513563,6.25954,6.107107,6.063338,5.917134,6.469433
"AC004542.1",5.490899,5.6346,4.855608,6.119483,5.114489,5.170684,5.122687,4.8980703,5.443316,4.794308
"AC004542.2",5.8153515,6.3154087,5.1046104,5.857494,5.5327353,5.7984314,5.3168387,5.222362,5.66264,5.4045935
"AC004543.1",5.5579953,5.67743,4.617924,5.8000917,6.4282985,5.4714985,5.0265827,5.4452276,6.024052,5.303717
"AC004551.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004554.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004584.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004585.1",5.1491466,4.7976174,5.3858247,5.760964,7.293438,5.299162,5.4953933,5.192543,5.8695803,4.9745507
"AC004590.1",4.81,5.4338703,6.18999,6.4132714,4.853926,6.2077675,4.617158,6.073778,6.102871,4.2546253
"AC004593.1",4.707926,4.469287,5.278072,4.943972,4.9946113,4.8648586,4.6442294,4.88474,4.5349555,4.958277
"AC004593.2",4.268965,4.853612,2.433,4.7214026,4.736274,4.5482883,2.3484516,5.010005,3.836409,4.770005
"AC004594.1",12.361286,12.039184,12.819507,12.821768,12.894213,12.747528,12.717077,12.765704,12.949845,12.280849
"AC004596.1",5.0816,6.51161,5.123233,6.0502105,5.568252,5.745013,4.776539,6.0774965,6.1297126,5.987341
"AC004597.1",2.9085963,2.42625,2.433,2.5769746,2.5275378,2.7866194,2.7424088,2.36195,2.4957328,2.4681742
"AC004637.1",4.5376625,4.6591597,4.4486923,4.5381775,5.0438538,3.8890631,4.2861114,4.1076965,4.265352,4.85019
"AC004656.1",8.946334,9.984596,8.017824,9.12047,10.248404,9.3361025,8.944211,9.194448,8.967521,9.410938
"AC004672.1",2.9545949,3.2457225,3.7637854,2.5769746,3.2455697,2.9851613,2.3484516,2.7324107,3.0787268,3.1004725
"AC004672.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004687.1",10.669615,10.534054,9.253078,10.468643,12.719208,8.805742,10.84586,9.700773,9.410938,10.012527
"AC004690.2",5.406414,5.1897736,5.630399,5.451762,5.552525,5.6845636,5.3611913,5.3000503,5.3026657,5.3403716
"AC004691.1",4.1883264,2.9936407,3.1192498,2.5769746,3.7166405,2.921947,3.0016599,2.9736402,2.9435594,3.3960183
"AC004691.2",8.156283,8.043837,9.015523,8.481963,7.8387094,8.240556,8.5898695,8.147811,8.155134,8.211999
"AC004692.2",15.601182,15.518963,15.133438,15.194899,16.097109,15.989761,15.596962,15.952218,16.226301,16.116297
"AC004702.1",3.891029,3.8734717,3.9546347,3.9453225,4.0572696,3.7265618,3.4742851,3.3024716,3.5912383,3.7318585
"AC004704.1",5.5780935,6.1916385,5.5505276,5.8762264,6.5581245,5.931215,5.6392756,5.9198422,6.2058134,6.483508
"AC004706.1",6.1580367,6.213641,6.395119,6.3131237,6.8444757,6.341135,6.236824,6.309593,6.3714013,6.5111036
"AC004707.1",4.945849,4.8947687,5.4127383,4.710076,3.3601873,4.578355,4.8742423,5.290636,4.744415,5.0988984
"AC004765.1",4.0328107,3.315039,4.473482,4.0144997,3.1150205,3.3713853,4.3074355,2.9331174,3.8512442,3.9281027
"AC004771.1",5.4603596,4.4899087,6.039449,5.2743587,4.6194057,5.131207,5.6765757,5.500163,5.124263,5.272035
"AC004771.2",6.5887966,6.3134985,6.908064,6.2053094,6.6588416,6.8007073,6.898652,6.254471,6.3744874,6.6573915
"AC004771.3",6.906077,6.6969414,6.897819,7.243335,6.869183,6.9371004,7.0137286,6.721404,7.0651636,6.378477
"AC004771.4",4.5205035,4.721797,5.098655,5.233339,4.1176977,4.615974,4.8783503,4.9740505,4.8402987,4.308781
"AC004771.5",16.830137,16.850292,17.118296,16.977846,16.062666,16.782827,16.950779,16.756517,16.58752,16.899368
"AC004775.1",5.094304,4.862929,3.6099646,4.7336493,4.938434,5.2378044,4.474378,4.9718437,4.8566265,5.1253176
"AC004784.1",10.250181,10.415946,10.147263,10.451502,10.836165,10.7308855,10.190093,10.691253,10.518983,10.314093
"AC004801.3",2.352362,2.42625,2.433,4.235731,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004801.4",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,3.4521408,2.3671923
"AC004801.5",5.5809684,5.222682,6.1876483,5.1623635,5.7797985,4.8336163,5.6080894,5.4347157,5.295895,5.4764857
"AC004801.6",5.3345246,6.4175425,3.920126,4.738668,7.046692,4.6633444,5.0026073,5.062985,4.901244,5.5982647
"AC004803.1",7.3468914,6.3936777,7.8486123,6.93225,6.653592,7.2959437,7.7401614,7.5990405,6.8028193,7.020912
"AC004812.2",8.321899,8.455592,6.372401,8.085955,8.661716,8.228991,7.7575397,8.039259,8.102491,8.163012
"AC004816.1",14.701901,14.300134,14.867934,15.243976,9.446193,14.740337,14.878578,14.5704155,14.151239,14.036687
"AC004816.2",5.948827,5.8879366,6.9077864,6.14009,4.854537,5.8144984,6.472351,5.9120064,5.765488,5.992619
"AC004817.1",2.352362,2.42625,2.433,2.5769746,2.3702428,2.350215,2.6110396,2.36195,2.4413927,2.4836047
"AC004817.2",2.8870716,3.3550797,4.3099494,4.085105,4.200642,2.754528,2.9567935,2.7101052,4.593587,4.902486
"AC004817.3",2.352362,2.42625,2.433,2.5769746,4.091658,2.892242,2.3484516,2.36195,2.333692,2.8181477
"AC004817.4",5.714007,5.896519,6.826298,6.2895284,5.9921994,7.6982384,6.007492,6.7957907,6.5483627,5.7462025
"AC004824.1",6.578115,7.0554056,5.75874,6.5169783,6.4354463,6.8229113,5.829258,6.4338913,6.6162734,6.5039043
"AC004824.2",10.696868,10.146633,11.711842,10.706182,9.992196,10.223362,11.207203,10.712158,10.376942,9.912245
"AC004825.2",7.832588,8.571549,5.8346033,6.552078,8.358227,7.287239,7.3535323,7.14338,7.368701,7.2936234
"AC004828.1",5.7623377,5.4837923,6.5653787,6.2179136,5.0341105,5.856605,6.29816,5.644315,5.638162,5.353787
"AC004830.1",3.687445,4.1236033,3.342198,3.9834049,4.1924596,4.0569696,3.3080113,3.9914534,3.177383,3.0505247
"AC004832.1",6.458907,6.670912,6.665045,6.813773,6.3572254,6.7082276,6.6303396,6.485706,6.0368757,6.4984827
"AC004832.3",4.3592296,5.1808777,4.2780027,4.54816,4.826793,4.6059246,4.458673,4.8343053,4.953905,5.111366
"AC004832.4",6.2518926,6.619968,5.1015663,6.4188013,6.2075076,6.97752,6.2267346,6.776924,6.7883554,6.2538133
"AC004832.5",4.9671884,5.0299625,4.468032,5.557339,4.59269,5.2671223,5.0039,4.5256295,5.299552,5.042722
"AC004832.6",11.463285,11.426657,10.629386,10.689481,11.751617,10.969575,11.122254,11.112941,11.131652,11.184078
"AC004834.1",6.4715295,5.884518,6.9581685,5.8591733,5.8897314,6.5021796,6.6543193,6.357569,6.077335,6.245572
"AC004835.1",7.2029347,6.3663173,7.895914,6.9494505,5.666969,7.156972,7.523189,7.2031918,6.8259735,6.920402
"AC004837.2",3.4378164,4.101811,3.5523825,2.5769746,5.3280764,6.04031,5.4017835,4.953141,4.273068,5.5335937
"AC004837.3",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.4808679,2.6945498
"AC004839.1",5.5798044,6.0445447,4.03999,5.9283032,4.7177343,6.1399245,4.8279715,5.8016067,5.591762,5.639166
"AC004846.1",3.786156,4.3586082,2.433,4.1166315,5.459572,3.2575684,3.5057447,3.397443,2.7187862,3.772176
"AC004846.2",8.152848,8.127398,8.628574,8.2419195,7.992554,8.582267,8.582075,9.2090435,8.56696,7.977121
"AC004847.1",7.4780917,7.821693,5.3865857,6.689357,10.473409,5.737617,7.511092,6.4417796,6.3999157,7.2544284
"AC004852.2",6.79782,5.0927715,7.3168006,4.9985094,7.350612,6.696796,7.0788736,6.9385233,6.66465,7.3165827
"AC004854.2",7.7165713,8.42527,8.02457,9.02097,8.682277,8.520403,8.542324,8.211842,7.921546,7.5275073
"AC004862.1",4.718532,3.747893,4.7451377,4.346569,3.883019,3.5796125,3.7334063,3.7698889,3.9083643,3.4820693
"AC004865.2",5.834773,6.3934207,5.5241776,5.93216,7.504211,6.3415046,5.568252,6.049914,6.0018187,5.964453
"AC004869.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004869.2",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004870.2",4.1114936,5.70461,3.5341144,2.5769746,7.8483925,3.6162024,5.724574,3.4055655,4.5807595,5.5451307
"AC004870.3",2.9577773,2.42625,3.0765553,2.5769746,2.871747,3.1100836,3.0771918,2.8738945,2.6665876,2.6750298
"AC004870.4",2.8242831,2.9207,2.433,2.5769746,2.3236892,2.350215,2.6178916,2.36195,2.333692,2.3334656
"AC004872.1",2.986022,2.42625,2.433,2.5769746,4.0517216,2.7138743,2.3484516,2.36195,2.666241,2.6151943
"AC004875.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004877.1",4.0660872,3.0311534,3.833615,3.6088712,4.040453,4.142561,3.3889444,3.9320247,3.824405,2.9184585
"AC004878.7",11.405512,10.199223,10.060625,9.299051,11.613407,10.879413,10.641879,10.738924,11.273803,11.68819
"AC004882.1",4.5197697,3.9085422,4.5814834,3.4789448,4.890357,3.5771642,4.4938765,4.360299,4.269776,4.345783
"AC004884.2",2.967974,2.42625,2.433,2.5769746,2.675637,2.6447115,2.705648,2.36195,2.5094419,3.1989307
"AC004888.1",4.678718,4.9609942,5.533665,5.4835796,5.049913,4.9823265,4.9205694,5.1577134,5.2965064,5.118534
"AC004889.1",9.3963995,9.675028,9.465517,10.473409,10.42679,9.628175,9.624509,9.545797,10.166188,9.812701
"AC004895.1",5.8651133,5.9294558,5.735413,5.856143,6.185207,5.8689117,5.927296,5.9948688,6.2904105,6.1473846
"AC004900.1",3.111302,2.42625,2.433,2.5769746,3.3549619,4.079842,2.3484516,2.36195,2.333692,2.9757638
"AC004906.1",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"AC004908.3",6.5214324,8.083768,3.24327,5.133167,7.8636823,7.0371323,5.0769525,6.751679,7.0223827,7.8460903
"AC004917.1",10.613364,10.798532,10.934688,11.531747,11.194866,10.919872,11.103665,11.027072,10.919188,10.485894
"AC004918.1",11.649722,11.037657,9.755781,10.043472,11.221401,10.973076,11.163095,11.713879,11.280197,10.942189
"AC004918.3",7.9895763,7.78103,5.4449897,6.718994,7.9295464,7.0184526,6.6700034,7.254052,6.9920087,7.6059275
"AC004920.1",9.936407,9.693258,10.549009,9.534578,10.638925,10.1209955,10.301273,10.238226,10.181738,10.74241
"AC004921.1",5.748204,5.3420877,5.7922087,5.6467013,5.441691,5.4397554,5.6836786,5.483474,5.9355717,5.617491
"AC004922.1",9.119477,10.427877,7.7048965,8.611955,10.929162,9.212122,8.556021,9.668605,9.254247,10.050363
"AC004923.4",6.606531,6.0780716,5.587178,7.0524173,6.113457,6.7642336,6.378613,6.1298923,5.905295,5.736236
"AC004930.1",3.969643,3.159837,4.095179,2.5769746,4.191708,3.7814286,3.80448,3.85859,3.299584,4.0076327
