"","GSM5680942","GSM5680943","GSM5680944","GSM5680945","GSM5680946","GSM5680947","GSM5680948","GSM5680949","GSM5680950","GSM5680951"
"GRPEL1",9.550673,10.898705,7.693471,8.297991,10.954734,8.755534,8.395338,9.423591,9.826592,10.183255
"GRPEL2",5.7065024,6.289029,4.994344,5.634349,6.0418444,5.6233525,5.1007414,5.1285176,5.7873125,5.585755
"GRPEL2-AS1",3.6499104,4.9148808,3.4600484,4.060193,4.3771424,3.9050663,3.4649374,3.4351547,3.263565,4.570426
"GRPR",3.331789,4.984464,3.6102262,2.5769746,3.1617725,4.0623083,3.6875565,4.267402,2.8872807,2.9997969
"GRSF1",11.512635,12.736852,10.65845,11.348087,12.570775,11.532556,11.14604,11.700702,11.8233185,12.232643
"GRTP1",7.793001,7.9281435,7.57482,7.5966597,8.119053,8.496284,7.6849957,8.348856,7.824293,7.764449
"GRTP1-AS1",5.117341,5.634761,4.6716967,5.403631,5.466238,5.1164074,5.171962,5.3736553,5.3915696,5.5490065
"GRWD1",6.471304,7.30561,5.669674,6.044884,6.680323,6.292032,6.1717334,5.718041,6.4162865,6.3814836
"GRXCR1",4.365818,2.42625,4.962529,2.5769746,3.4840834,3.8540785,4.443029,3.880842,4.105332,4.329785
"GRXCR2",4.828373,4.2760673,5.48808,4.5566335,2.728515,4.143831,4.7871056,4.341372,4.423165,4.154485
"GS1-124K5.11",10.310541,9.98722,10.103346,10.696348,10.140497,9.96437,10.300049,9.993548,10.639922,10.035429
"GS1-124K5.4",8.675863,8.562562,9.024402,8.682594,9.453787,9.162702,9.188542,9.281436,9.042929,9.189939
"GS1-24F4.2",11.07978,10.353988,11.86323,11.312098,8.983686,11.133918,11.206594,10.6904745,10.281193,10.704714
"GS1-279B7.1",2.352362,2.42625,2.433,2.5769746,2.4805024,2.350215,2.3484516,2.36195,2.333692,2.421717
"GS1-594A7.3",3.2616272,5.4222546,3.1114192,2.5769746,2.4547145,2.8704886,3.534997,2.36195,2.5990307,2.6494472
"GS1-600G8.3",3.8065052,3.3788414,4.413108,4.042267,4.3689704,3.4677002,4.3382525,3.966786,4.157112,4.3639345
"GSAP",7.460171,7.031733,7.2184567,7.634319,7.250675,8.166818,8.400616,7.709549,7.492645,6.6899133
"GSC",6.1293635,6.648169,4.7060604,5.078702,6.3936777,6.836013,5.076681,6.1387053,5.421605,4.4498806
"GSC2",4.657423,3.9819012,4.8513703,4.2718086,4.072026,4.493565,4.7961197,4.7800684,4.219034,4.4985094
"GSDMA",13.51107,13.823331,13.844491,14.040107,11.010181,13.24675,13.486378,12.565998,12.799504,13.659715
"GSDMB",4.239171,4.1955447,3.9471946,4.8821754,5.0505958,4.999425,4.1037326,4.456053,4.652332,4.0890923
"GSDMC",4.8851695,5.255105,3.5135145,3.9740667,4.155526,3.1985629,4.889184,3.781562,4.7303653,4.587052
"GSDMD",8.867536,7.833925,9.202587,8.605639,7.8866496,8.783464,8.971572,8.4700775,8.023993,8.617334
"GSDME",12.339771,10.899429,13.321814,12.780729,8.698812,12.136233,12.629361,10.833176,11.201894,11.432599
"GSE1",5.358319,5.567384,5.331751,5.838314,5.9628444,5.479637,5.676778,5.8134403,5.46484,5.36058
"GSE61474_XLOC_000835",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_002946",2.914237,2.42625,2.433,2.5769746,2.3236892,3.7066004,2.3484516,2.801973,2.8309593,2.370063
"GSE61474_XLOC_003076",4.838565,4.8246083,4.7103944,5.7684193,3.2265995,3.3872504,5.1924286,5.125809,5.7578964,3.7933638
"GSE61474_XLOC_003114",5.974572,5.227208,5.887636,4.961935,6.4044857,6.1124253,5.9498906,5.6515284,6.049225,6.046274
"GSE61474_XLOC_003150",2.352362,4.1601286,2.433,3.791303,2.426547,3.8101993,2.6170723,2.8295047,4.200476,2.8482804
"GSE61474_XLOC_003354",4.686797,3.9263701,5.0689573,4.5114555,3.3018384,4.6030507,4.5026393,3.9437087,4.8291006,4.968187
"GSE61474_XLOC_003676",3.7063804,3.171801,2.433,2.5769746,2.7647505,3.0614057,2.762163,3.367358,3.1025467,2.686442
"GSE61474_XLOC_003756",3.102379,3.2653742,2.433,2.5769746,3.1231368,2.647046,2.3484516,2.6257384,2.333692,2.6739073
"GSE61474_XLOC_004169",6.6246004,7.246373,7.496191,7.7251062,6.5759726,6.547857,6.638645,7.003474,7.213093,6.36323
"GSE61474_XLOC_004436",2.352362,2.42625,2.433,3.6771193,2.4463778,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_004440",2.5383923,2.42625,3.2099395,2.5769746,3.050694,2.9230337,3.7778206,3.2540226,3.1864314,3.0724492
"GSE61474_XLOC_004639",2.8555708,3.4895685,2.433,2.5769746,3.3678627,3.5276504,3.5170825,3.3643405,3.5320668,3.132618
"GSE61474_XLOC_005196",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_005426",7.1077833,6.9098587,6.7862754,7.2959437,7.010152,7.5620966,7.094931,7.2256117,7.037414,7.3435884
"GSE61474_XLOC_005696",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_006125",4.746744,4.4042,4.6989183,4.1562033,4.58197,4.785414,4.6131535,4.9069395,4.6375003,4.8562727
"GSE61474_XLOC_006243",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_006355",3.087248,2.42625,3.1308415,2.5769746,2.3236892,3.0677838,2.3484516,2.36195,3.0775669,3.536412
"GSE61474_XLOC_006534",2.849373,2.42625,2.433,2.5769746,2.7466874,2.350215,2.3484516,2.6287909,2.333692,2.3220553
"GSE61474_XLOC_006673",3.3510566,4.372895,3.6288626,4.994344,4.5241475,4.6389775,3.6144161,3.8763285,5.056435,4.1850696
"GSE61474_XLOC_006857",6.846964,5.835235,7.687189,6.7589507,5.150039,6.7402744,7.110082,5.784778,6.210813,6.566162
"GSE61474_XLOC_006954",2.352362,2.42625,2.433,2.5769746,2.507504,2.8517776,2.3484516,2.7810814,2.8249574,2.3220553
"GSE61474_XLOC_007041",2.352362,2.42625,2.433,2.5769746,2.4294076,2.350215,2.3484516,2.9047706,2.8199785,2.8050158
"GSE61474_XLOC_007266",3.7252731,3.1464028,3.5997918,2.5769746,4.357874,3.8083713,3.7216303,3.7407963,3.6914895,3.6793034
"GSE61474_XLOC_007281",3.9709954,5.4047585,4.2324204,4.8805585,5.66607,5.0201826,4.5554047,4.8988967,5.3559895,4.3975544
"GSE61474_XLOC_007545",5.571607,6.0297284,7.226776,6.0467634,5.496964,5.2198234,6.1241126,5.7150717,6.1824594,6.286488
"GSE61474_XLOC_009818",5.649889,5.0635204,5.485628,4.9162803,5.404469,5.913267,5.217141,5.8406525,5.1457844,5.095486
"GSE61474_XLOC_009885",4.3328424,4.0906653,2.433,2.5769746,4.036034,3.197579,4.0337644,2.9234006,3.8410027,4.2896976
"GSE61474_XLOC_010101",11.556463,11.620261,11.714499,11.818969,12.197136,12.187171,12.040701,12.255556,12.136233,12.510238
"GSE61474_XLOC_010769",2.352362,2.42625,2.433,2.5769746,2.4961796,2.350215,2.3484516,2.36195,2.6540027,2.366723
"GSE61474_XLOC_011335",5.7699904,5.709479,6.469433,5.963729,6.3339143,6.028128,5.641818,6.0026026,6.007492,6.5981126
"GSE61474_XLOC_011376",3.044098,2.42625,2.9512722,2.5769746,3.1096504,2.6082,2.8894403,2.6255896,2.6272416,3.4572332
"GSE61474_XLOC_011417",7.2658687,6.5916066,7.8150463,6.823793,7.509345,7.197915,7.3417573,7.057259,7.238374,7.639024
"GSE61474_XLOC_011419",4.621668,4.60005,4.23865,3.995116,5.72853,5.1895795,5.172342,5.378271,4.4666643,5.0827475
"GSE61474_XLOC_011421",2.352362,2.42625,2.9565284,2.5769746,2.8587685,2.7032988,2.3484516,3.2915893,2.4829373,2.4106364
"GSE61474_XLOC_011422",3.3119628,4.0494385,3.811826,3.6129975,4.326349,3.3402574,3.09598,3.8259175,4.8552656,4.9058056
"GSE61474_XLOC_011610",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_012158",2.352362,2.42625,3.4119923,2.5769746,2.3236892,3.0304484,2.3484516,2.9936407,2.333692,3.1553197
"GSE61474_XLOC_012260",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_012324",2.749603,2.42625,2.433,2.5769746,2.8234227,2.350215,2.5678828,2.36195,2.333692,2.342936
"GSE61474_XLOC_012327",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_012519",3.698619,3.030101,4.1845646,3.6964102,4.034251,3.4625406,4.105644,3.2822375,3.993928,3.577809
"GSE61474_XLOC_012717",2.5436976,2.42625,3.080524,2.5769746,3.32957,2.728702,2.3484516,2.36195,2.5150304,2.5486178
"GSE61474_XLOC_014172",2.352362,2.42625,2.433,2.5769746,2.3236892,2.5814567,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_014637",12.177302,11.533172,14.020292,12.458197,9.753061,12.977286,13.402186,11.624893,11.852415,13.122941
"GSE61474_XLOC_015394",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_015530",2.6844568,3.8686275,3.8864186,2.5769746,3.540145,3.0505247,3.5130436,3.0019908,3.496606,4.042267
"GSE61474_XLOC_015571",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.7485285,2.36195,3.3245282,2.6883836
"GSE61474_XLOC_015884",3.4927983,3.9982634,4.020129,4.169464,3.970128,3.0437686,3.5973682,4.071169,4.218979,4.246227
"GSE61474_XLOC_015976",11.636839,12.094301,11.550601,12.249885,13.509659,12.253869,11.738315,12.271633,12.511006,11.988226
"GSE61474_XLOC_016271",3.0338197,3.4148679,2.433,3.702669,3.9531186,2.350215,2.3484516,2.36195,3.2265995,2.9516437
"GSE61474_XLOC_016464",8.131543,7.7338324,8.730408,8.650524,6.501194,7.796106,8.155134,7.652388,7.194549,7.8019776
"GSE61474_XLOC_016491",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_016574",2.352362,2.42625,2.433,2.5769746,2.5703318,2.350215,2.3484516,2.36195,2.333692,2.327938
"GSE61474_XLOC_016575",2.5905426,13.040521,2.433,2.5769746,2.9166317,2.350215,2.5891027,2.36195,2.333692,2.4593506
"GSE61474_XLOC_016705",7.0884504,6.0059195,7.5826335,6.0193357,7.3313575,7.10401,7.3171034,7.270178,7.1913986,7.69369
"GSE61474_XLOC_016718",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_016826",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_016942",2.5891027,2.42625,2.433,2.5769746,3.7045102,2.958765,2.3484516,2.9318473,2.333692,2.5149918
"GSE61474_XLOC_017124",2.560033,2.42625,2.433,2.5769746,3.0156512,2.5890098,2.3484516,2.36195,2.333692,2.3486817
"GSE61474_XLOC_017337",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_017415",3.483476,4.3032904,4.7993507,5.1519194,4.621668,4.913609,5.4518824,5.2450976,4.9404273,4.2635684
"GSE61474_XLOC_017488",5.234803,4.8677397,5.0680237,4.248437,5.55559,5.095386,4.5261774,5.2269793,5.057329,5.1157985
"GSE61474_XLOC_017527",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_017579",2.352362,2.42625,3.9552214,3.6319754,2.3236892,5.3557496,2.3484516,3.5182366,2.333692,2.4376683
"GSE61474_XLOC_018199",2.352362,2.42625,4.0180225,2.5769746,2.3236892,2.8523135,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_018202",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_018205",2.352362,2.42625,2.433,2.5769746,2.4180386,3.0894465,2.3484516,2.36195,2.4837005,2.6158764
"GSE61474_XLOC_018226",5.6730165,4.910836,6.22212,5.002209,5.496252,5.98481,6.1732993,5.7510643,5.763772,5.759487
"GSE61474_XLOC_018657",3.729497,2.9320707,2.433,3.597085,3.6314535,4.2428756,3.4023051,3.4661658,3.8789096,4.093547
"GSE61474_XLOC_018907",5.009731,4.361955,6.154703,5.7447023,3.524423,4.966272,5.030588,4.940153,5.1967287,4.2527747
"GSE61474_XLOC_019193",2.352362,2.42625,2.433,2.5769746,2.8733609,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_019314",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.4111648
"GSE61474_XLOC_019823",6.5706496,5.553734,7.320021,6.379463,5.7812724,6.414137,6.7859945,6.2971745,6.233147,6.089524
"GSE61474_XLOC_020334",4.1278048,4.7059298,3.2268584,3.6386223,3.9933891,5.145682,3.349557,5.8346033,2.9110258,3.8348303
"GSE61474_XLOC_020538",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_020802",5.4410768,5.379923,2.433,2.5769746,4.462648,3.5851634,4.0366473,3.9986262,4.7240806,5.866248
"GSE61474_XLOC_020891",3.955018,2.42625,2.433,2.5769746,2.7610168,2.350215,4.2351036,2.36195,3.0170536,3.0864577
"GSE61474_XLOC_020963",2.7612352,2.42625,2.433,2.5769746,2.3236892,2.6929748,2.61391,2.8042445,2.333692,2.7939756
"GSE61474_XLOC_020997",3.2165008,4.9863334,3.2378225,3.4825716,3.3075418,3.7844985,3.0825298,3.778109,3.3744674,3.7837548
"GSE61474_XLOC_021355",2.352362,2.42625,2.433,2.5769746,2.7961762,2.52424,2.3484516,2.36195,2.6496735,2.4689994
"GSE61474_XLOC_021400",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3880835
"GSE61474_XLOC_021898",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_022549",2.352362,2.42625,2.433,2.5769746,2.507449,2.350215,2.3484516,2.36195,2.333692,2.4122488
"GSE61474_XLOC_025074",3.7171264,3.2655404,3.8491414,4.0003495,2.3236892,3.1637566,3.4244008,3.268559,3.0065808,2.587514
"GSE61474_XLOC_025297",3.0998895,3.0074182,3.1055393,2.5769746,2.5569396,3.4189065,2.3484516,2.9014971,2.4989676,3.112458
"GSE61474_XLOC_026341",4.5965996,5.194172,4.1084695,4.7885313,5.7420244,4.9813857,4.8284664,5.2718525,5.1954465,3.9286325
"GSE61474_XLOC_026533",2.769453,2.42625,2.433,2.5769746,2.8320432,2.350215,2.3484516,2.36195,3.1409893,2.3689342
"GSE61474_XLOC_026658",2.7009897,2.42625,3.251701,2.5769746,2.9229016,3.1829674,2.615113,2.7600303,2.5196571,2.3220553
"GSE61474_XLOC_026872",8.159775,8.561138,7.6743283,8.908805,8.043448,8.154539,8.595882,8.117564,8.663612,7.5603547
"GSE61474_XLOC_028390",2.352362,2.42625,2.433,2.5769746,2.3848,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_028935",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_028939",3.0196693,2.42625,2.433,2.5769746,3.7540643,3.6490006,3.1678507,3.0380335,3.009327,3.8033283
"GSE61474_XLOC_029223",5.890724,4.95234,8.069803,5.566448,5.3670063,5.9339814,6.4417796,6.3253183,6.0308175,4.988412
"GSE61474_XLOC_029423",5.380022,5.4128594,4.6508327,5.835027,3.8735797,4.636251,5.089992,4.9918284,5.2455397,4.4616175
"GSE61474_XLOC_032135",3.2102919,2.42625,2.433,2.5769746,2.8599815,3.1052146,2.5469382,2.6830683,2.9482014,2.618077
"GSE61474_XLOC_032653",4.2471294,4.9966116,5.5390654,4.8974323,4.431789,5.01251,4.5846677,4.7893405,5.266627,5.256626
"GSE61474_XLOC_032706",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.6239533,2.512651,2.8337665
"GSE61474_XLOC_032873",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_032891",2.7613232,2.9930215,3.3365183,2.5769746,2.9787798,3.1865742,2.7371278,2.9362023,2.4916432,2.875361
"GSE61474_XLOC_032986",7.8980894,7.605515,8.541121,7.8165903,8.583599,8.27524,8.284122,8.14426,8.2042885,8.517459
"GSE61474_XLOC_033039",2.352362,2.42625,2.433,2.5769746,2.7991638,2.350215,2.3484516,2.895208,2.5151927,2.459474
"GSE61474_XLOC_033404",2.9229016,2.9699185,2.9849057,2.5769746,3.7550051,2.9457526,3.06127,3.199842,3.0557916,3.0452917
"GSE61474_XLOC_034361",4.6652365,3.9264936,5.276661,4.5639644,3.7558236,4.2416406,5.21084,3.3561857,4.3513775,4.8078585
"GSE61474_XLOC_034509",2.352362,2.42625,2.433,2.5769746,2.5974116,2.350215,2.3484516,2.7057517,2.333692,2.706781
"GSE61474_XLOC_034865",5.416725,6.7656636,6.77432,8.095055,3.1771617,6.8716426,5.4537206,6.82368,8.017221,5.491191
"GSE61474_XLOC_035170",5.263826,4.657423,4.9970016,4.1149554,4.4908447,4.8174195,5.06225,4.828302,4.937235,5.291735
"GSE61474_XLOC_035180",9.681197,7.8738585,10.660028,9.183919,7.687189,9.548131,9.888668,10.209581,9.4658375,9.059132
"GSE61474_XLOC_035507",6.9855986,6.5221906,7.169888,6.740798,7.0557184,6.83853,6.780702,6.7697763,6.8395877,7.039075
"GSE61474_XLOC_035508",5.7008357,4.384855,7.068053,5.703638,5.0015717,4.9567556,6.096663,5.494185,5.3833637,5.812418
"GSE61474_XLOC_035633",5.5737433,5.654707,5.3361945,6.049914,6.0034447,5.612838,5.4194393,5.5532317,5.807222,5.656618
"GSE61474_XLOC_035789",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_035972",2.9071538,2.42625,2.433,2.5769746,2.4236853,2.350215,2.3484516,2.36195,2.333692,2.3265793
"GSE61474_XLOC_036646",3.6685123,2.42625,3.461613,2.5769746,3.746752,3.2047973,3.8006976,3.8486452,2.9163318,2.461076
"GSE61474_XLOC_036807",6.7090945,5.802575,5.7582335,5.2486787,6.5227556,5.6264253,6.183315,5.907349,6.4951854,6.6177626
"GSE61474_XLOC_037364",2.7138743,2.42625,2.433,2.5769746,4.158858,3.3559453,2.9229016,2.7908156,2.9703584,2.8727362
"GSE61474_XLOC_037571",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_037912",2.352362,2.42625,2.433,2.5769746,2.4552207,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_038397",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_039109",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_039249",4.289996,4.723821,2.433,2.5769746,3.5907836,2.350215,2.3484516,2.7606163,4.419193,4.943312
"GSE61474_XLOC_039407",3.8285096,3.314612,3.2778964,4.1580033,4.304455,3.582254,2.6494472,3.1759996,3.6867957,3.1154459
"GSE61474_XLOC_041285",4.9725695,4.9113493,5.5196176,4.7780604,4.383441,4.609571,5.082011,4.6833234,5.036747,4.252027
"GSE61474_XLOC_042766",2.352362,2.42625,2.433,2.5769746,2.3629246,2.350215,2.3484516,2.36195,2.333692,2.3306732
"GSE61474_XLOC_042921",2.352362,2.42625,2.433,2.5769746,2.3847277,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_043826",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.4535365
"GSE61474_XLOC_044326",2.8577764,3.061677,3.1807704,2.5769746,3.5761034,2.7466874,3.2841856,2.36195,2.333692,3.1959167
"GSE61474_XLOC_044824",4.0905347,3.5560734,4.2448277,4.629184,3.590501,4.3369403,3.4813733,4.817047,3.1416192,4.0941896
"GSE61474_XLOC_046116",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.569981,2.36195,2.333692,2.3220553
"GSE61474_XLOC_046392",2.352362,2.42625,2.433,2.5769746,2.498569,2.350215,2.5515573,2.36195,2.333692,2.3220553
"GSE61474_XLOC_046458",6.0332484,6.1163116,5.7941947,6.0199976,5.9950285,5.9989614,5.912539,5.8539042,5.732788,6.149111
"GSE61474_XLOC_047352",6.538387,6.0082154,6.9701166,5.814221,6.5986905,6.530521,6.610329,6.0853887,5.8786664,6.645235
"GSE61474_XLOC_047579",2.352362,2.42625,3.2790947,2.5769746,3.0504415,2.350215,2.3484516,2.36195,2.333692,2.4276912
"GSE61474_XLOC_048285",2.7945585,2.42625,2.433,2.5769746,2.915997,2.6353233,2.3484516,2.36195,2.5906599,2.3779182
"GSE61474_XLOC_048717",8.13954,6.7540927,8.570272,7.5975323,6.7796354,8.028036,8.141674,8.086302,7.3531604,7.7621264
"GSE61474_XLOC_048784",2.352362,2.42625,2.433,2.5769746,2.4400532,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_048797",5.783743,5.229486,5.595621,4.8893967,5.9700274,5.606325,5.260838,5.4178042,5.6447296,5.5546083
"GSE61474_XLOC_048803",3.9656594,3.9424405,6.8624406,5.080824,4.221878,4.749262,4.574671,5.2877746,4.514268,3.4887147
"GSE61474_XLOC_048947",2.352362,2.42625,2.433,2.5769746,2.8454068,2.350215,2.3484516,2.843719,2.333692,2.4987485
"GSE61474_XLOC_050293",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_050607",2.5288367,2.42625,2.433,2.5769746,2.3236892,2.6739073,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_051038",4.0099306,2.42625,3.9962597,3.5351727,3.8572977,3.4139535,4.407643,3.4193556,3.8405905,3.5792248
"GSE61474_XLOC_051316",3.781285,2.42625,3.9853795,2.5769746,4.008703,3.3883471,3.981542,4.1857924,3.1477928,3.1637566
"GSE61474_XLOC_051325",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_051479",2.6368139,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_051958",5.667597,4.9270163,5.614086,5.1898947,4.898782,6.124447,6.0026865,4.923186,5.704452,5.174221
"GSE61474_XLOC_052518",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_052519",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3400908
"GSE61474_XLOC_052712",2.89565,2.42625,2.433,2.5769746,3.2195604,3.2726402,2.6822124,3.381467,2.509861,2.7182643
"GSE61474_XLOC_052965",7.583255,6.9312205,8.246486,7.4945054,5.4149914,7.3283887,7.831716,7.043775,7.1480155,7.5368376
"GSE61474_XLOC_053809",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_053901",2.352362,3.6763136,2.433,2.5769746,2.693718,2.6291552,2.3484516,2.36195,2.6443043,2.7070453
"GSE61474_XLOC_054009",2.352362,2.42625,3.31977,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_054404",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_055241",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_055615",4.0932183,3.710445,3.8598785,2.5769746,4.04896,3.8658729,3.7881694,3.6869369,3.5592587,3.680784
"GSE61474_XLOC_055649",2.352362,2.42625,2.433,2.5769746,2.4446168,2.350215,2.3484516,2.6682277,2.333692,2.3335147
"GSE61474_XLOC_055705",4.9974995,3.2942777,5.4512243,3.6338015,2.3236892,4.544834,4.8135786,4.879483,3.6704965,4.285533
"GSE61474_XLOC_057016",3.8650522,3.8558407,3.7577069,2.5769746,3.3973215,4.009668,3.3988159,3.829025,3.442803,3.8377542
"GSE61474_XLOC_057210",4.2073956,4.509462,5.4001155,5.5339165,3.99192,5.5039983,4.020129,4.6751666,5.0884366,4.39898
"GSE61474_XLOC_057821",6.4126925,5.680379,6.5339127,5.520411,6.3310666,6.221231,6.4565616,6.1886396,6.048353,6.5646567
"GSE61474_XLOC_058093",3.3485785,2.42625,3.9083643,3.4652257,3.3575327,3.1278002,3.644983,3.033135,3.0091894,3.5438447
"GSE61474_XLOC_058315",2.352362,2.42625,3.0925443,2.5769746,3.4263601,2.7413719,2.3484516,2.36195,2.6010404,2.5688982
"GSE61474_XLOC_058329",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_058624",7.748795,7.445844,7.829764,8.104332,6.686916,8.095055,7.934675,7.5784993,7.63067,7.011113
"GSE61474_XLOC_058647",4.4520736,4.0966697,5.163856,4.112167,4.3862686,4.6800013,4.937235,4.0380626,4.20208,3.7401648
"GSE61474_XLOC_058648",3.1464028,2.42625,2.433,2.5769746,2.4362326,2.350215,2.6038678,2.36195,2.8375883,2.6947458
"GSE61474_XLOC_059419",2.352362,2.42625,2.433,2.5769746,2.3837917,2.350215,2.5352511,2.36195,2.333692,2.3220553
"GSE61474_XLOC_059753",6.744083,7.081952,6.8167114,7.1253595,7.1639853,6.016648,7.1207533,6.7231617,7.2426634,6.800958
"GSE61474_XLOC_059754",5.5675316,5.5966187,5.917761,5.7682967,5.9633594,5.9169207,6.042631,5.709952,6.080894,5.944257
"GSE61474_XLOC_060526",5.3701067,4.917042,4.5937557,4.635602,6.395119,5.0107155,5.1950626,5.208174,5.560769,5.423052
"GSE61474_XLOC_060899",3.2711568,2.42625,2.433,2.5769746,3.8996737,3.1446514,2.832446,3.2102919,3.0552585,2.467249
"GSE61474_XLOC_060946",2.9025722,3.1530955,3.0965166,2.5769746,3.9665327,2.5677485,3.2081091,2.7895992,2.9601238,3.1658092
"GSE61474_XLOC_061650",7.2045236,6.2859793,7.9730387,7.4069996,5.422526,7.0144157,7.236404,6.830461,6.6389427,7.0356965
"GSE61474_XLOC_062185",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
"GSE61474_XLOC_062830",7.72818,6.971642,8.503399,7.835889,5.977595,7.768076,7.9533653,6.962561,7.2857876,7.6760144
"GSE61474_XLOC_062965",2.352362,2.42625,2.433,2.5769746,2.3236892,2.350215,2.3484516,2.36195,2.333692,2.3220553
