"","GSM1832695","GSM1832696","GSM1832697","GSM1832698","GSM1832699","GSM1832700","GSM1832701","GSM1832702","GSM1832703","GSM1832704","GSM1832705","GSM1832706"
"AHSA1",10.4146672,9.4154787,9.8757344,9.5160141,9.1639214,8.5579062,9.4606876,9.4747773,9.537797,10.2948256,9.3676138,8.1187764
"AHSA2P",7.9620953,8.2291375,8.4557143,8.4678698,8.4697228,8.8593521,8.3583365,8.272995,8.1787424,8.4842444,7.26036552,8.7674485
"AHSG",0.858584599999999,3.5171614,1.6862879,1.6519003,1.7505626,1.8550826,1.9089176,0.872068899999999,1.1451879,1.1297212,2.2633663,2.7265966
"AHSP",2.5955416,4.0195399,2.5484009,3.3790083,3.4734316,4.016469,2.9029016,3.4615083,3.9410782,3.0016316,4.630127,3.7774916
"AICDA",0.815641599999999,2.7598836,1.7284689,3.1089039,1.898654,3.4696999,1.5123406,1.1284096,1.9260566,2.524519,3.6258269,2.8945236
"AIDA",7.50310234,7.22664169,7.7865439,7.057609593,6.993884122,7.3037701,7.63581184,7.52339843,7.73325447,7.35389522,5.7382288,7.32407478
"AIDAP1",10.0079489,9.1933356,9.6443091,9.2338791,9.2844525,9.4271403,9.9941483,9.4255247,9.1840535,9.6950713,9.4697743,9.2269602
"AIF1",7.9909144,7.8560515,7.5426083,8.6788531,7.77371505,8.0523863,7.33770755,8.1056433,9.6306601,8.5145646,7.93414215,8.3571654
"AIF1L",8.1754427,7.7048445,8.3634644,8.702303,8.2109642,8.4552899,7.6497183,8.5925417,9.199749,8.7649374,9.2753401,8.8411799
"AIFM1",8.2229319,7.16548351,8.522235,7.33349994,6.20140175,6.4333668,7.9845467,7.11153129,7.688015,7.7238293,6.3979006,5.4276862
"AIFM2",3.9755574,5.0518079,4.5472494,4.7449446,4.5334154,5.2003799,4.7321806,5.0355344,4.4311319,4.1828428,5.4102741,3.8780594
"AIG1",8.8815937,7.75724987,8.1962576,8.0636301,7.6115046,7.6543017,8.1387692,7.70359996,8.0529175,8.3249951,8.5837946,8.00427154
"AIM2",2.9692526,3.5483996,2.6451073,4.4915386,1.7938233,3.2184763,1.5832372,2.9773066,4.6607066,2.9845872,3.6339131,2.4879852
"AIMP1",8.8506174,9.8144913,8.584405,10.2862149,8.3385163,10.2247229,8.3220263,10.1487503,10.1438294,10.6574297,8.7982188,10.0954104
"AIMP2",8.3858099,7.3878613,7.6119681,7.35405544,7.09608749,7.31032947,7.45772842,7.7403889,7.5745526,8.042284,8.2876025,7.45037273
"AIP",8.9317313,8.1718884,8.1793051,8.3759213,8.3864222,8.278183,8.0976897,8.2304268,8.4991989,8.4478226,8.7612772,8.5448494
"AIPL1",0.8176396,2.3135691,2.5796576,1.8841811,2.3475886,1.8550986,1.5324483,0.7932792,1.1505176,1.027668,2.1398383,2.6619946
"AIRE",2.9469166,4.4653421,3.9851332,3.8467431,4.5984502,5.0335279,4.3462996,3.9493666,3.5693684,3.4316287,5.1332832,4.3139363
"AIRIM",7.5777636,6.927024876,6.8777018,7.110529935,6.72609333,6.0607739,6.970244443,6.60738758,6.71411327,7.116806065,6.88271812,7.38668636
"AIRN",0.792665599999999,0.6115599,2.1962206,0.0400161999999993,1.6767989,1.8060416,1.5397816,0.8065539,1.1345082,1.568945,2.0923391,3.1958256
"AJAP1",6.27295974,5.2919183,5.425704,6.6201277,5.5411373,6.23916725,5.8080864,6.54388145,7.08205417,5.9083767,6.54246334,4.9643917
"AJM1",3.8488365,3.5678211,4.3704553,4.3644143,3.9904546,4.0954838,4.009172,4.3628836,3.7794246,4.2289162,3.2013932,3.9272519
"AJUBA",4.2388249,3.9744186,4.090787,3.8872643,2.3087476,2.4591906,4.6646496,4.2707926,4.7317963,3.6636868,2.5285421,2.6320339
"AJUBA-DT",5.6260634,5.9668465,5.953641,5.9896555,6.50053505,6.53838543,5.5824318,5.33882,5.6687651,5.6361523,6.94762043,6.66307214
"AK2",11.1827706,10.5130549,10.911583,10.1651583,9.7958861,9.982791,10.7605763,10.5428591,10.4565764,10.3799276,9.9057923,9.4971266
"AK3",9.0109854,8.5703478,9.1668768,8.862382,8.8741722,9.0455561,9.453476,9.0073786,9.2765313,8.3983479,7.16557983,8.9834118
"AK4",9.8702822,8.6191006,10.1492834,7.6443663,7.75921825,7.24332527,9.610611,7.8678551,7.8380652,8.4749756,7.42918304,7.05658487
"AK4P1",11.0799236,9.2697983,10.6752186,8.5297413,9.133111,8.9874506,10.1908322,8.8247843,8.2548428,9.4631901,9.9471274,8.5909682
"AK5",4.7533566,3.0940113,2.6781273,4.4481626,2.212626,3.6453496,2.7125979,3.3062082,3.658175,2.612607,3.0750599,3.5083971
"AK5-AS1",2.7162636,3.003294,2.1130506,2.8031631,3.3861928,3.6131811,2.6857109,2.8814306,3.3632784,2.1801426,4.4775668,4.2420769
"AK6",7.8122702,7.7628079,7.84328464,7.89701275,6.7783089,7.09184364,7.80635456,7.9026461,7.6582966,8.3839274,5.8031817,5.3310123
"AK7",8.2227803,6.4867869,8.1716948,5.9745169,7.22628978,5.7126351,7.6542473,5.5763626,5.9892216,5.9299202,6.997481381,5.9934583
"AK8",3.545374,2.9101256,3.6140456,2.9130986,2.2268566,1.7983933,3.0756536,2.6244841,2.4498206,1.4408226,2.1021481,2.5315186
"AK9",7.14265731,6.990648305,7.48673156,6.61759475,7.43758014,6.59702686,7.2079163,6.61411575,6.2114506,6.4923535,5.9394179,6.71067814
"AKAIN1",0.816740999999999,1.1234876,1.6969838,0.0904130999999992,2.3276501,1.8415513,1.5268416,0.78018,1.1545486,1.0081811,2.1241276,2.5878686
"AKAP1",9.4148206,9.0416642,8.7973204,9.1283322,9.4585553,9.7569666,9.1577874,8.9477663,9.1006356,9.3055096,10.0929823,9.5629186
"AKAP1-DT",4.9149251,5.0444122,4.6409502,4.9655972,5.5707336,5.8716631,4.922391,4.6056576,4.7778321,4.7733093,5.8452602,5.685165
"AKAP10",6.921680485,6.89213947,6.87094787,6.80025104,7.023883855,6.17680505,7.25013736,6.63964943,6.78008083,6.79486278,6.5066128,6.1431523
"AKAP11",10.7188426,10.2806836,10.3939839,10.3618851,10.6221238,10.8921805,10.3243933,9.9955931,9.9158336,10.5392933,10.1612273,10.3666678
"AKAP12",10.30577,9.9031678,9.8053608,9.8827753,8.908226,8.00314335,10.1201172,9.843751,8.9567776,9.9326783,10.1381426,8.0891085
"AKAP13",10.6769562,10.6271936,10.3460694,10.4243756,10.26229,10.7004843,10.5113001,10.6123829,10.5770111,10.7743416,9.126237,10.8640461
"AKAP13-AS1",7.45971874,7.5905972,6.4245768,7.6539679,6.70771125,8.0363236,7.33389667,7.9462767,7.6277819,7.57229046,7.27916435,8.7256451
"AKAP14",4.2782746,4.8371859,5.0449629,3.8962832,4.8164349,5.269166,4.4858003,3.777659,3.7704401,3.4085074,5.4164372,4.083385
"AKAP17A",7.287056,7.17199329,7.19693664,7.46808056,6.933601414,6.78941253,7.24128345,7.30805687,7.5761328,7.6921921,6.64958957,6.0755525
"AKAP17BP",2.8019686,3.6282764,3.0436974,3.3329186,4.2306013,4.713759,2.8385886,2.9862013,3.3838282,3.2061038,4.8222018,4.3775721
"AKAP3",3.3926086,3.8832431,3.1269936,3.3717847,3.5443859,4.1536951,2.4528818,3.3257494,3.0009413,2.6957131,3.8273496,4.0012131
"AKAP4",1.3443852,3.6756921,2.0429966,2.1907326,2.135026,1.9746099,2.0837269,2.3639956,1.1781686,1.3552146,4.8686319,2.3122769
"AKAP5",3.577406,3.9422074,3.1626621,6.0052147,4.1360159,5.1683712,3.1849823,4.2530933,6.58349422,4.7988639,4.3428221,5.5120244
"AKAP6",2.225658,1.9049521,3.8620987,2.1375733,1.8585946,1.7942372,2.0424223,1.4504966,1.8696726,1.0982418,1.8842001,2.3097256
"AKAP7",7.29734806,6.1605454,7.07236961,6.1191063,6.2226887,6.0884619,7.30487827,5.6955977,6.71115116,6.4761286,4.6511646,7.17284874
"AKAP8",7.5260544,7.10953716,7.1800795,7.25624851,6.65794567,7.2659426,7.22445587,7.35839943,7.18390087,7.74226574,6.5923734,7.4621983
"AKAP8L",8.3693505,7.54340366,7.6643019,7.705802,7.19780353,7.46889595,7.7941208,7.23587516,7.46861843,7.93150905,8.032732,7.112892186
"AKAP9",8.9727993,9.001194,9.1982756,8.9716244,7.8870106,8.156334,9.0357314,9.1290256,8.9098835,9.0234928,5.6582847,6.8859587
"AKIP1",7.48659424,7.29543022,7.38760093,7.4841223,7.012964284,7.73426155,7.52700046,7.50166134,7.8731461,7.5731173,7.8306952,7.6882105
"AKIRIN1",10.9064799,10.6281071,11.1383026,10.7769796,9.3510094,8.8170653,10.9473877,10.2865916,10.5782976,10.5245916,9.59727,8.6346541
"AKIRIN2",9.5154801,9.1810074,9.1709796,9.3186369,9.2307091,9.6950636,9.1823597,9.2322741,9.5144892,9.5099984,10.0595312,9.2370329
"AKNA",9.1994982,8.8371945,8.2920561,9.3700246,9.0570507,8.8016692,8.2213641,8.5258875,9.4131213,8.8467942,9.3813,8.6414919
"AKNAD1",4.578168,5.432684,6.1504984,5.0745802,6.1444531,5.70963,5.2282105,5.3791609,4.7057829,4.7274533,6.2580567,6.05675605
"AKR1A1",8.7837801,7.35164455,8.116993,7.57644275,7.78301815,7.51818947,8.130539,7.5296717,8.1321564,7.92466453,8.3305722,7.58305553
"AKR1B1",8.8734999,8.3232842,8.1120844,8.4065829,8.143343,7.93913654,8.0834675,8.3777619,8.9100581,8.5998059,9.62428,7.4603167
"AKR1B10",0.7823286,0.5919443,1.5953989,4.2814484,1.6136766,1.8019286,1.5174516,1.3682616,5.1787196,1.0009413,2.5307636,2.4086676
"AKR1B15",3.1336012,3.5444613,3.2093292,4.5960508,4.0264496,4.0785518,3.8192826,3.9552613,5.3236189,3.5641699,5.1574011,4.8621216
"AKR1C1",2.866355,3.5911289,2.9039679,3.2360736,3.2556019,3.7054166,3.27419,3.7029782,2.4857569,1.7270179,3.3632656,3.6787691
"AKR1C3",7.48075203,6.60056022,7.0802832,7.132387196,6.3726769,5.6964212,6.2081013,7.018103635,6.989303624,6.0442772,6.6413317,6.1699071
"AKR1C4",2.6637621,2.3645736,3.0073176,3.1034508,2.3338681,1.8042546,1.6136551,2.7659746,2.929483,1.1637793,1.9848423,2.5775771
"AKR1C6P",0.996421799999999,1.4763576,2.4106646,0.2322741,1.7330332,1.824687,1.5420332,0.799121599999999,1.1701651,0.941423599999999,2.1612056,2.7208576
"AKR1C7P",5.1071854,5.7092791,5.1872292,4.9863658,5.2559185,5.4179283,4.2817917,5.6102257,5.6663099,4.9669781,5.9189134,4.4079752
"AKR1C8",0.7834866,0.8163391,2.3117526,0.5807316,1.7048083,1.8297949,1.5465766,0.8053151,1.1499648,0.942579599999999,2.173626,2.7299843
"AKR1D1",0.976205899999999,1.0825026,1.8164292,0.8028469,1.8953806,1.9218446,1.6320401,0.863806599999999,1.1852376,1.1231203,2.1678726,2.4425486
"AKR1E2",6.6877337,7.7513228,7.7109976,7.014497792,8.1723118,7.003554379,7.38966373,7.32096485,6.79149917,6.89316753,7.1778212,7.506547
"AKR7A2P1",6.356494,5.7219,5.9149447,5.6215496,6.0386305,6.02675966,5.9800387,6.08246235,6.3457699,5.8498144,6.79817203,5.9348617
"AKR7L",8.6956416,7.9033728,8.2475748,7.74286464,8.1869669,8.1444512,8.205741,8.2310143,8.4202299,8.2662869,9.2712326,7.79958156
"AKT1",9.1285563,8.2222233,8.363348,8.1428814,7.6547909,8.0883532,8.3891926,8.5838099,8.365572,8.7020874,8.3998709,8.9404192
"AKT1S1",9.3391466,8.7697258,9.1106882,8.7159376,8.7530127,8.947671,8.6257286,8.4691344,8.4993134,9.0816622,8.7663861,9.2081709
"AKT2",11.1464636,10.2995634,10.5005112,10.4659576,10.4370041,10.6903773,10.5923138,10.5391798,10.7252169,10.6833258,11.0753031,10.5989428
"AKT3",11.7908916,11.728117,11.5593481,12.2417479,11.5658476,11.2039326,12.0359002,12.2904902,11.5258332,12.2305699,11.4023026,11.6242972
"AKT3-IT1",4.8710671,5.6015473,4.8645306,5.3336611,6.2038422,6.31232027,5.2467189,5.2906824,5.3215952,5.2694097,5.820581,5.8448649
"AKTIP",7.21803955,7.34000877,6.79166607,7.10259918,6.22026256,6.974252736,7.23005108,7.44880966,7.47835067,7.0783501,4.8322186,6.83148769
"AKTIPP2",7.9550772,8.2824993,8.3372851,8.6627465,7.272275,7.07046417,8.3252936,8.4995661,8.448679,8.5201722,6.76977209,6.0378423
"ALAD",8.6593809,8.0378943,9.3310747,8.1177245,7.27786258,6.953875577,9.0928879,8.3471613,8.5849686,7.85921863,7.43598465,6.82521824
"ALAS1",8.9487257,7.81226734,8.4802599,7.72105983,7.8088017,6.976067578,8.3049603,7.60892395,7.6522799,7.9932747,8.5534754,7.28197578
"ALAS2",4.0591226,4.1503711,4.0743823,3.7814956,4.4041911,4.8960046,3.7067237,4.2197919,4.3024273,3.2759533,5.6108079,3.6628371
"ALB",2.1980391,1.8703852,1.7759133,2.5639611,2.4066776,2.4413948,3.0970192,1.4695731,1.2573526,1.8603263,2.3199186,2.6899576
"ALCAM",11.1776972,10.4498511,10.6832819,9.4473476,9.4414864,9.390359,10.6763706,10.0926571,8.7674961,10.9273682,7.6208029,7.9779959
"ALDH16A1",6.2753296,5.2382841,5.5065122,5.6611023,5.6624112,5.8535099,5.3956986,5.6613198,5.7730685,5.6271782,5.7147642,5.803278
"ALDH18A1",8.1878653,6.77430347,7.9171086,6.7263699,6.5024071,6.57406906,7.5263424,6.81398681,7.12443355,8.0924511,6.72159866,6.511612
"ALDH1A1",10.6387386,9.9424486,10.0336171,10.2679558,9.4897376,10.3005916,10.0893803,9.9547434,10.5113373,10.5683661,9.5768766,9.2710762
"ALDH1A2",10.9486446,9.9232989,10.2090903,9.8592549,9.8190461,10.527401,10.2957506,10.6304684,11.1890602,10.3563137,10.2475634,10.3106318
"ALDH1A2-AS1",5.007267,5.2607746,5.1559101,5.1722246,5.2972966,5.6415215,5.0086366,5.1855731,5.5158129,5.3025313,6.1453729,5.3931508
"ALDH1A3",9.9530116,8.6951819,7.5737734,9.346428,7.24093059,9.2388964,9.3210631,8.3076201,7.8719006,9.103756,7.12413219,8.7517481
"ALDH1A3-AS1",10.0791474,8.1619492,7.35484985,9.1055203,7.09896759,7.86879734,8.7840681,7.63842586,7.3846083,8.5354262,7.5531321,7.5718966
"ALDH1B1",8.1809025,7.07454685,6.88568405,7.15916256,6.5026789,7.073596036,6.83085731,6.79006485,6.61361698,7.77081016,7.52337555,7.54496864
"ALDH1L1",6.86675266,6.23646835,6.82312874,5.7730379,6.948279416,6.2406235,6.36758045,5.7671442,5.8259907,6.02021507,6.82655529,6.43492225
"ALDH1L1-AS1",4.4257789,5.2817521,5.0381899,4.8435383,5.7274537,5.5431314,5.3806243,4.6571303,4.0041136,4.2601853,5.5638609,5.4969874
"ALDH1L1-AS2",0.958611599999999,0.755498599999999,1.7840491,0.208490599999999,2.1128786,1.9116306,1.6140926,0.9451199,1.2120676,1.1457363,1.8133583,2.8098431
"ALDH1L2",10.2099963,8.5000916,9.8850298,8.552085,9.3982382,8.1986342,10.0076542,9.0421306,9.1684476,9.1648875,8.442914,7.40304283
"ALDH2",9.6176406,9.5469856,8.9032565,9.2483569,8.9612017,8.5881462,9.3642416,9.7247286,8.2940827,9.6911784,8.9262514,6.933967625
"ALDH3A1",8.4642067,7.5801621,7.38355354,7.14182666,7.37918667,6.978254353,8.1269942,7.6640997,7.39940456,8.3455296,7.5578795,6.75978235
"ALDH3A2",10.1226673,9.2330656,9.4598999,9.5479927,8.3856535,8.0956259,9.9184819,9.1695109,8.9323626,9.6246863,8.6002331,8.7934008
"ALDH3B1",11.4982836,9.5789891,10.8646508,9.5784073,10.2052098,9.91113,10.7829571,9.8257552,10.5954246,10.5442992,11.1937971,10.1852332
"ALDH3B2",10.1692686,8.7172242,10.0304661,7.07743648,9.4460136,7.39026169,9.4826546,7.83234314,7.24818329,8.2958699,9.6099501,8.2842656
"ALDH4A1",9.6558581,9.5894728,9.6078186,9.4499159,9.4349194,9.46272,9.7705899,10.1549502,9.9429074,9.5636101,10.0323076,9.9467621
"ALDH5A1",5.5429068,5.5532441,6.0057154,5.9085484,5.6614771,5.1619692,5.4913898,5.0256853,5.9702359,5.3422294,5.0958591,5.1836024
"ALDH6A1",11.3232642,10.856844,11.1920643,9.39814,9.674346,9.4063387,11.1576966,9.4084368,9.0481329,10.0062236,9.011096,8.7502499
"ALDH7A1",8.6270066,7.85203556,8.3321219,8.4957247,8.4669209,7.62361053,8.2254429,8.0310774,8.3762083,8.4087038,8.2158127,7.46821026
"ALDH8A1",6.20715526,7.19468692,6.63843826,6.76445964,7.3257504,7.72842315,6.41497234,6.41801075,6.88687519,6.1348839,8.0582228,7.38909248
"ALDOA",12.9037409,11.7705956,12.0833073,12.1853676,12.4089716,12.8375492,12.3840523,11.8733376,12.2451411,12.606165,13.759162,12.8255053
"ALDOAP2",11.4361736,10.6838216,10.7585841,11.0074873,10.8132516,11.7571336,11.1155426,10.8814659,11.0718386,11.6815836,11.3704043,11.6500986
"ALDOB",0.839379299999999,2.2609936,1.7099409,1.3204952,1.8148986,1.8434336,1.5589271,1.1288176,1.414444,1.0255106,2.1738496,2.7032946
"ALDOC",6.3860941,5.6329575,6.06826786,5.4929066,6.42526916,5.9543867,5.678504,5.1478586,5.3177162,5.7007079,6.74350074,6.447423
"ALDOC-AS1",5.2130618,4.3694253,4.9649568,4.2555719,4.8024536,4.0928283,4.8649302,4.4445753,4.2358494,5.0403591,5.1362486,5.064735
"ALG1",8.5979853,7.8297806,7.7238932,7.8852425,7.5969782,8.2370139,7.7733269,8.1100626,7.752039,8.3702984,8.1663523,7.9810496
"ALG10",6.60287384,6.1148644,6.5717688,6.08373073,6.2769442,5.9826289,6.60781292,6.0593424,6.33781246,5.81106,3.2664004,4.5358162
"ALG10B",5.3802634,5.7431622,6.0678225,5.8306771,5.7878933,5.9423623,5.7115517,5.6057711,5.2635289,5.4436045,3.3324046,5.8107515
"ALG11",9.6365176,8.748127,9.1846781,8.8357258,8.4252406,8.6134997,8.7980328,8.7566882,8.9164944,9.2549124,8.294323,8.7589808
"ALG12",11.4136849,11.1257326,11.0234996,11.30581,10.7082043,10.2913733,11.2655239,11.4876509,11.6044512,11.5483513,11.3811826,10.4197951
"ALG13",11.2468176,10.9751234,11.58988,11.0547428,11.5249653,10.7785349,10.9467888,10.857255,10.7397356,11.2182579,10.7834396,9.8413896
"ALG13-AS1",0.980275199999999,3.0390301,2.6128616,2.2063936,2.7684096,1.9521451,3.3335858,3.1274114,2.0424271,1.7054253,2.1051796,2.816783
"ALG14",7.14359001,6.363123,7.5030289,6.44728664,5.9662915,5.5599633,6.7221966,6.452714,6.92869762,6.88824466,5.7784772,5.6087828
"ALG1L2",8.7282086,8.9778862,9.0943718,8.7432785,9.1423951,9.2520991,8.7493439,8.8298111,9.1729966,9.0221558,9.7199374,9.6685047
"ALG1L3P",8.6453009,8.4072314,8.0992156,8.0686055,7.27754024,7.7638388,8.130127,8.3322955,7.873951,8.4756947,8.7109633,8.4602328
"ALG1L9P",7.64331344,8.3612862,7.94647316,7.20585064,8.2631216,7.92661956,7.63227085,7.8256426,6.70437053,6.9502745,8.6144181,8.355547
"ALG2",7.93818954,7.6124449,7.5957289,7.79936794,6.77000621,7.8948956,7.430584,7.7030192,8.0729199,8.2658959,6.12032846,7.74688057
"ALG3",4.9572926,3.9604998,3.9549632,4.0093928,4.2565408,4.9866176,4.2942776,4.4012514,4.3361626,4.7257438,4.424078,4.9181543
"ALG5",9.3788396,8.4844857,9.0807963,8.6618252,8.1432639,8.549326,8.7636605,8.5682974,8.9145241,9.2061329,7.6534968,8.3557539
"ALG6",6.64252094,6.4833756,6.50645736,6.20977596,6.5100842,6.5997391,6.3274069,6.4390154,6.19273666,6.93449405,5.464572,6.2991853
"ALG8",8.2106238,7.034055745,7.79047207,7.17656997,6.6970692,7.2272158,7.42561344,6.72752956,7.042516743,7.70341304,6.29957536,7.18831257
"ALG9",4.3769188,4.6045871,3.9906054,4.6143051,2.5308371,2.2179156,4.1168094,4.6088076,4.4172001,4.7613746,3.2189112,2.4895263
"ALG9-IT1",2.0537391,3.930461,3.3790388,3.4640136,3.7216196,2.799501,3.3378859,2.9259986,2.9055128,2.3622016,3.8092866,2.4478246
"ALK",2.0006409,1.3467406,1.7013469,1.8254096,1.9263463,2.2629032,1.7686416,0.8242302,1.2589376,1.0236969,2.1559746,2.4195729
"ALKAL1",0.9740286,0.7839413,1.7543976,0.218143599999999,1.8895069,1.9267292,1.6220093,0.8147183,1.1860686,1.1515456,2.0162936,2.6839606
"ALKAL2",7.96453193,7.5415068,7.49955276,6.2111035,7.014572179,6.78602031,7.6180239,7.13385681,5.0188585,7.1127663,5.6805401,5.3584791
"ALKBH1",7.2868853,6.963281666,6.76791099,6.994216954,6.18164257,6.1652155,7.020598447,6.88989643,6.93089107,6.1996861,5.7527142,6.4773183
"ALKBH2",8.7542277,8.2534771,7.98209385,8.4482918,8.2861901,9.05474,8.149622,8.277608,7.79101566,8.7040291,8.7915917,9.2447691
"ALKBH3",7.41971878,6.88213733,7.17843918,6.77073864,7.26040844,5.9536939,6.9108868,6.68516353,6.88724903,6.930349385,7.6565619,6.4421926
"ALKBH3-AS1",5.2161823,6.150486,5.2760134,6.2238188,6.2870732,6.82857135,5.4982047,6.3401461,6.12100795,5.6295324,6.1729498,6.5248857
"ALKBH4",4.7944436,4.2285338,4.3567663,4.3513937,4.152968,2.4080296,4.7718988,3.6720816,4.504128,4.3801136,3.776269,2.3755513
"ALKBH5",9.8624544,9.5432072,9.9272929,9.5604678,9.3041706,9.3133459,10.004035,9.6510039,10.0800858,9.8578626,9.9012786,10.0566712
"ALKBH6",8.8401423,8.1947098,9.0604802,7.9393511,7.68794635,7.10447792,8.6547699,8.2054377,8.4806633,8.0702057,7.35294727,7.46247963
"ALKBH7",8.6648207,7.63665775,8.1868887,7.734581,6.92108444,6.30332664,8.0025597,7.46614937,8.2046509,7.846571,7.25355533,5.4592038
"ALKBH8",5.7691465,5.558435,5.7930413,5.454094,4.8377486,4.9147687,5.414454,5.7279606,5.6882878,4.6322986,3.7803622,4.5347329
"ALLC",4.5083276,4.8012676,4.3858204,4.6582833,5.397214,5.9115548,4.5406928,4.5113984,4.6533041,4.3631521,5.2682772,4.9981771
"ALMS1",9.9641896,9.7541914,10.0394793,9.8994494,9.2920227,8.2539044,9.4737072,9.6966019,9.6207581,9.893158,8.852727,8.4700642
"ALMS1-IT1",3.1417413,4.4024859,4.5044418,4.3788247,4.7863222,4.4520889,3.7194553,4.1459876,3.7941299,3.6211676,5.3633256,4.8852845
"ALOX12",0.810789099999999,0.6378413,2.3641882,3.2367711,1.7246586,3.5422936,1.5599666,0.827188599999999,1.3744479,0.949836299999999,2.2515493,2.9524216
"ALOX12B",5.2932029,5.5564366,6.1059876,5.6615696,6.74718193,6.142334,6.5207558,5.3584872,5.2168961,4.7824159,5.9796501,6.3957787
"ALOX12P2",3.1583648,4.6659489,4.095315,4.1521106,4.8657217,4.42309,3.8830023,4.1307993,3.5775843,3.2646814,5.6172243,4.9234023
"ALOX15",2.8993006,4.3326846,4.4592653,2.9163833,5.0784788,2.9284086,4.7046414,3.8101306,2.9128132,1.4443503,5.0294848,2.780407
"ALOX15B",4.5445586,5.4805522,5.5521102,5.6326008,5.6611567,5.7085939,5.1812821,5.0612407,5.4236203,5.0219846,6.03014187,5.9069915
"ALOX15P1",4.88092,5.1272965,5.1682663,4.5551482,6.1775513,5.5582514,5.2522951,5.2154656,5.2334676,4.6343823,6.66046098,5.7950268
"ALOX5",5.0071259,4.7498064,5.7629433,6.2469254,5.9283491,5.2417369,3.1989556,6.02758316,5.788374,6.0529328,3.1487713,4.8892422
"ALOX5AP",8.365079,8.3146019,7.63496975,8.9588204,8.3256665,8.933712,7.104749715,8.2023573,10.2011986,9.3485318,8.3840294,9.1925393
"ALOXE3",3.1663962,2.979456,2.6836572,3.0563588,3.8621621,3.9841233,3.3806916,2.7075129,2.8545056,3.1386633,4.6971002,3.329619
"ALPG",4.9487639,5.9065876,5.4793654,5.6007481,6.3139706,6.3759556,5.9037152,6.0655642,5.6955228,5.471108,7.057389294,6.73301223
"ALPI",7.47159103,8.2277127,8.4617033,9.56283,7.6112557,7.75619415,8.1194268,9.5050707,7.95310024,7.884182,8.3947382,7.8511572
"ALPK1",13.8715046,14.2627066,14.126832,14.3489189,14.5817526,14.5127506,14.229208,14.0002586,13.958685,13.9679489,14.3266126,13.8211926
"ALPK3",6.0077391,5.1809869,5.4589424,5.4338541,4.9078064,4.9520913,5.7468033,5.0355358,5.8929501,5.485744,5.0921784,5.8279534
"ALPL",11.1414633,9.2803803,12.0549403,9.3542824,10.801878,9.9727869,10.5668936,9.4210043,9.3997231,9.5423699,9.9982424,9.8756438
"ALPP",4.7470676,5.6112752,4.8824339,4.9138632,5.6205769,5.214406,5.3427091,5.650014,5.2069731,5.0945082,6.46306995,5.5644255
"ALS2",9.9358073,9.6339054,9.4295236,9.5409851,10.054329,9.5800486,9.5456152,9.6139222,9.4954768,9.7659236,9.9701224,9.1647396
"ALS2CL",3.7045789,4.831091,4.441269,3.7220474,4.7957387,4.6000662,4.7648673,4.4791861,3.6550799,4.0581413,5.5680609,4.6625128
"ALX1",6.38403133,6.83518985,6.59677986,6.84004596,7.29148296,7.83678154,6.73745063,6.69537357,6.69528774,6.62054828,7.6240101,7.72459224
"ALX3",3.2189736,3.5250354,3.2106562,3.4288183,3.4814411,4.5490642,3.1959734,4.113144,3.8652636,3.7892146,4.5869322,3.9323606
"ALX4",2.7632223,3.283473,2.9748803,2.9700536,3.5425554,2.3875881,2.8892466,2.9965336,2.3170756,2.9705792,4.7482109,3.5627861
"ALYREF",6.83850101,6.3407536,6.2189379,6.4747496,5.2344485,6.78561405,6.4735308,6.79895309,6.990575825,7.14784721,6.25769046,6.84545997
"AMACR",6.72942833,6.4436989,6.7307158,6.3291083,6.3071747,6.02460817,6.57125095,5.5334754,7.3636456,5.9665556,6.04699615,6.247963
