"","GSM1832695","GSM1832696","GSM1832697","GSM1832698","GSM1832699","GSM1832700","GSM1832701","GSM1832702","GSM1832703","GSM1832704","GSM1832705","GSM1832706"
"LINC03058",4.1589299,4.2132531,4.1583086,4.5606513,4.4525156,4.8297482,3.7133103,3.876781,4.5945626,4.1203528,5.2008119,4.5903836
"LINC03059",3.1036773,4.191618,2.2942291,3.2835803,3.3480997,4.3059292,2.4938896,2.8975236,3.3159766,1.9648762,5.2042337,3.4969636
"LINC03060",0.9975456,2.6728979,2.5227406,1.2077266,1.8006668,2.1244994,1.7001839,1.6777029,1.5767413,1.5348692,3.1406651,2.5752656
"LINC03062",1.9685979,2.9326736,3.283433,2.5502639,3.2482968,2.9190096,2.0092476,2.98594,3.4573603,1.8791619,3.8585376,4.1601124
"LINC03064",3.0312716,3.8667493,3.0622416,3.9239641,3.9186654,4.6038771,2.8942442,3.3313866,3.4238453,2.967721,4.923831,4.1201702
"LINC03066",0.7712822,0.840201899999999,2.62185,0.6363876,1.6319933,1.8293281,1.5251713,0.794182599999999,1.1564393,0.976109599999999,1.9315196,2.5456019
"LINC03068",3.607925,3.5665836,2.9566031,3.3147312,4.0710259,2.9153006,3.2060146,3.4582563,3.038261,2.2212553,4.7138543,2.8733359
"LINC03070",2.0392196,4.6504856,3.2349844,3.6971884,4.8600712,3.6506601,3.5530091,4.0122605,3.0885544,1.9085579,4.7452069,3.2503562
"LINC03071",0.8288346,1.8920496,1.7383416,2.4216214,1.7380929,2.0184799,1.6709171,0.8002262,1.1600236,0.987231299999999,1.7849936,2.7722483
"LINC03074",4.4687724,4.9626165,5.0584412,4.3400884,5.2253814,3.9374733,4.9360876,6.61902527,5.9069252,5.0399328,6.3238607,4.0193982
"LINC03075",2.682992,3.473115,2.0404896,3.3739586,3.2043572,3.7707253,1.9924616,1.5902663,3.0485797,2.6495086,1.9386236,2.4849043
"LINC03076",4.0227127,4.0764728,3.5906711,4.7501469,5.1065655,4.701428,3.4561191,3.6795559,4.084013,4.6086784,4.7864809,4.1930142
"LINC03078",10.370348,10.2182579,10.4594679,10.2644701,10.545105,10.2807703,10.4203425,10.5586844,10.8022966,10.4222146,11.4973002,10.5619278
"LINC03079",4.3071385,4.817966,4.4559846,4.7892418,4.8599749,4.6096611,4.9310603,4.7024508,3.6707487,4.4444996,5.0421262,5.1569972
"LINC03080",9.9840393,6.4957018,8.4380198,3.7090159,7.2740374,5.8096638,8.7674637,5.1292358,3.9585715,5.8659101,6.530901,4.0533462
"LINC03082",7.79877,7.7793799,8.0450077,7.7345448,8.2397948,7.6385403,8.2252694,7.92272667,7.91966156,8.0914116,8.8195486,7.8827801
"LINC03083",0.8976146,0.7796736,1.7460413,0.295456,1.7936476,1.8568736,1.9499722,0.907550799999999,1.1954112,1.0824876,2.0706416,2.5720956
"LINC03084",0.911168099999999,0.7117973,1.6862722,0.231255999999999,1.6595066,2.1421746,1.6062031,0.887391099999999,1.1883393,1.0919333,1.8586688,2.1938238
"LINC03086",4.4712057,4.9047633,5.1382051,4.9427433,5.1727505,5.1420613,4.5592166,4.2845884,5.1253329,4.3357116,5.3133326,5.0820094
"LINC03088",2.2830796,3.5031653,1.6614006,0.820158999999999,2.6533956,1.9948321,2.8466666,1.5228146,1.1369886,1.4147686,3.6592169,3.4910064
"LINC03089",0.8048382,2.4983606,1.6997176,0.690153199999999,3.7516122,1.8221016,1.5320436,2.2775889,1.3880916,1.5616093,2.7535286,2.4358402
"LINC03090",3.4811983,4.6602474,4.0241476,4.3903041,4.3655329,4.6709681,3.7682576,3.8593455,3.965312,3.4331866,5.6028519,3.7242694
"LINC03093",2.9181891,3.9514418,3.5898338,3.8022113,4.2265482,3.9540711,3.1018401,3.5881224,3.2563525,2.6542759,4.3535323,3.7814789
"LINC03094",0.948658,1.0339936,1.8406406,0.537659199999999,1.9793696,2.2549296,1.6365233,0.932643,1.6254416,1.1742893,2.2277156,2.7730636
"LINC03095",7.17201236,7.004372632,7.030524289,7.35160545,8.028019,8.198514,7.17826847,7.1311417,7.38209156,7.3235207,8.5689021,8.6558705
"LINC03096",1.3479929,3.3563071,1.6894986,1.7408023,1.6771441,1.9091692,2.1466289,0.9227639,2.2164536,1.0106066,3.1672311,2.2586322
"LINC03097",4.3052764,4.4788723,3.7342983,5.0734296,5.3207713,5.8259831,4.7044086,4.7144251,4.9750343,4.8395667,4.845397,5.5729637
"LINC03098",0.852120599999999,0.660992599999999,1.6388779,0.0740041999999992,1.6249953,1.7911486,1.5532556,0.8122731,1.1573766,0.9469939,1.7518883,2.2379613
"LINC03099",5.9427939,6.189436,6.25166324,6.13433555,6.92976955,7.09706405,6.47448066,6.25114444,6.0774651,6.1324921,6.61655382,7.15261987
"LINC03100",7.87390426,6.77127842,7.72876743,9.08632,9.5140019,8.1623316,7.35494713,6.6712065,7.20022396,8.5100441,6.953705823,7.5282145
"LINC03102",5.5211749,5.7194872,5.4823633,5.6823273,6.24075416,6.5617676,5.4986973,5.3693486,5.5126219,5.5415917,5.8985582,5.9427295
"LINC03103",1.9071112,2.6343432,2.4638739,3.2673669,3.5225048,4.0485359,2.3750129,2.676838,3.3505869,3.106412,3.4686461,3.6319323
"LINC03104",3.4014011,3.3113356,4.4293318,3.6181708,3.4506441,2.2117416,4.8698268,4.0016642,2.9954472,2.7543586,1.9930649,3.4678698
"LINC03105",6.79132084,4.8491202,6.2796374,6.75987438,6.03854135,5.3431645,5.9475537,6.0580874,6.35705856,5.6661249,5.4873119,4.6432466
"LINC03106",4.6984196,5.0462475,4.7497063,5.0935426,5.3753758,5.6731086,4.839283,4.5780578,4.797412,4.3201399,5.86127,4.9955616
"LINC03107",6.0301304,6.16296486,5.6619187,6.0273371,6.4705496,6.7207518,6.1323176,6.06767276,6.0855856,6.2910681,6.71434978,6.87160782
"LINC03108",5.3486572,6.39369587,5.8271227,6.029028,6.3159285,6.61689142,5.8012829,5.8202315,5.7372752,5.5540567,7.33492283,6.60718588
"LINC03109",3.3116946,4.2820235,3.3410879,4.0852466,4.4158488,4.8231473,4.1789585,4.633998,3.4396258,2.9615666,4.3278695,3.5537272
"LINC03110",0.793191599999999,2.6613641,1.8247261,3.097302,1.7490769,2.9931166,1.5809546,0.9215996,1.2970744,1.7201872,2.0116846,2.378686
"LINC03111",6.19568256,6.2733498,6.58922676,6.77905849,6.1727715,5.5302096,6.58347515,7.16042617,7.36652473,6.76674656,6.45882467,5.7819691
"LINC03112",5.9173851,6.3496056,6.1113091,6.1107817,6.97699169,7.28864864,6.4911995,6.1349955,6.028698,6.2672043,6.97365955,7.34252266
"LINC03116",4.6769328,5.2564431,5.0173326,5.2381826,6.0638366,6.0083337,4.8796096,4.7481336,4.5115633,4.9690466,5.9334379,5.8334418
"LINC03121",3.5191156,5.0919867,4.3052612,4.4985052,4.996048,5.2912684,4.7317124,4.378809,4.4636674,3.9371152,5.6345315,5.6391244
"LINC03122",1.6609066,3.3447423,2.765791,2.9332071,1.909195,3.4551906,1.7458866,2.0138236,1.9481496,1.564229,4.6139331,3.8011432
"LINC03123",7.36800102,6.5659676,6.1734839,6.21755985,6.87162212,6.76423458,6.39634327,6.45171646,6.0491295,6.2667914,7.23357013,6.82350973
"LINC03124",6.02320675,6.5103293,6.5427027,6.45248035,7.9040814,6.4562502,7.15316204,6.954098736,6.2039805,5.8601995,5.9199133,6.86378053
"LINC03125",3.2893291,4.3029756,3.6914859,4.1423903,4.5916481,4.4791088,4.2045866,4.1723576,3.8758656,3.5845762,5.2811051,4.9686241
"LINC03126",5.4127412,7.68691734,7.57817844,7.19982246,7.55410484,7.7895756,6.73798278,7.074533497,6.50068763,5.8539696,8.2826806,6.6832972
"LINC03129",11.687624,12.1096466,12.086216,11.8939839,12.0978326,12.1916276,11.9510786,11.6998091,11.6711531,11.5298262,11.6765776,11.9724102
"LINC03130",0.8818226,1.3881922,1.9476691,0.1255136,1.758502,2.4984066,1.5527506,0.916247599999999,1.8646412,1.0437386,2.0175171,2.4457636
"LINC03133",4.369287,4.8360792,4.8036847,5.0553151,5.655109,6.05910543,5.0603524,4.759655,5.1273957,4.5376969,5.9371381,5.9325333
"LINC03135",2.3568486,2.8726816,1.9864796,2.1099416,2.2908686,2.6392796,2.0100746,1.7269276,2.6689676,2.528306,3.9804449,4.2769556
"LINC03136",2.9973069,3.5699368,3.2618804,3.7848258,4.4852672,4.4493866,3.4885559,2.6144886,3.2614889,3.2728334,2.4381471,3.224483
"LINC03137",0.878047,0.6857772,1.697414,1.1533699,1.6654796,2.3990626,1.9548316,0.891251599999999,1.1836216,0.9873876,1.9475651,2.3504096
"LINC03138",6.3804732,6.92170719,6.57069496,7.4705334,7.47386364,7.9397116,6.92017368,6.6047812,6.64347557,6.6503506,7.23404888,7.6077395
"LINC03140",0.876749999999999,2.8616486,1.8143626,0.378163799999999,1.625597,1.7987876,1.523161,1.1551846,1.1412993,1.3990696,2.2192631,2.4156496
"LINC03142",2.0664236,3.3415728,2.2380791,2.4359069,2.4845429,3.5762635,1.5293216,2.4878606,2.031415,1.7632896,3.4687424,2.6539756
"LINC03143",6.75043205,7.38339904,7.16391567,7.26122001,7.81464294,7.6904164,7.36934093,7.27455238,6.91667846,6.90153507,8.344697,7.95197204
"LINC03144",1.641923,3.5543446,3.3300338,2.184187,4.0265036,2.072763,4.2642866,3.8900433,1.1890116,2.5876589,4.0647688,2.4480946
"LINC03146",5.0663324,5.4345188,5.0628066,5.2244645,6.0026589,6.0243788,5.3306241,5.2589488,5.4999638,5.1994906,6.0406237,5.7607055
"LINCADL",5.3577381,5.4665614,4.9456082,5.2558747,5.7679081,5.974164,5.2508269,5.4759312,5.31386,4.8274646,6.08390764,5.6191278
"LINCMD1",1.378017,3.2804251,1.9673046,3.2669382,2.2924996,2.0733126,2.143538,2.3091712,1.9420123,1.9289056,4.3820701,2.228611
"LINGO1",6.1902609,5.3327685,5.4790478,5.6539822,5.7839523,5.6831227,6.347456,5.8939104,5.5758095,5.5887947,6.3973322,6.0391007
"LINGO1-AS1",6.31780914,6.81128315,5.7184229,8.0297852,7.2563744,7.8827782,6.4506121,7.15231708,7.4961081,7.00421909,7.541914,7.36971573
"LINGO1-AS2",4.3027282,5.6593151,5.0542283,5.2676545,5.8955226,5.8089362,5.5363756,5.6322585,4.9688893,5.1948166,6.22223095,6.0382214
"LINGO2",7.24834541,6.7474051,6.93416122,7.67171863,6.63873867,6.03888754,5.9258957,7.094401394,6.67147258,5.90936,6.2753034,6.94912056
"LINGO3",1.3655291,3.1521702,2.7221823,2.2814951,3.0641423,2.5261076,1.9198304,2.3141532,1.2406531,1.8515546,2.7348546,2.7545271
"LINGO4",5.685792,5.3927622,5.1146441,4.8404651,5.3606205,5.1234265,6.20076755,4.3894844,4.1899376,5.3318639,5.3037234,4.3744355
"LINP1",4.3031087,5.9189959,5.3096061,5.2222419,5.6487551,5.7093921,4.7733336,5.2115088,5.4876738,4.5047918,6.79977707,5.6593299
"LINS1",6.86652855,6.55451778,7.1566191,6.82306102,7.014542615,5.5404835,6.59247783,6.72337822,5.6836872,6.608717,6.84481052,6.97747997
"LIPA",8.2101126,7.8730908,8.1720877,8.3548203,7.47744945,8.3712931,7.8201695,8.2058783,8.7583027,8.2212706,6.59433607,8.5723276
"LIPC",1.5049,2.2761786,2.7979506,3.9271298,2.0737456,3.1700106,1.9255972,3.7321606,4.7233014,3.5725251,4.8287726,4.8882876
"LIPC-AS1",1.6613713,3.538333,3.0663624,3.9726406,4.0827484,4.6407786,3.4866271,3.5771361,4.1250472,2.976944,4.191988,4.4286218
"LIPE",5.1497498,5.7172289,5.2112389,5.3675852,6.13498405,6.32879594,5.6940689,5.8620701,5.3580385,5.0578146,6.4596296,6.3308058
"LIPE-AS1",10.5784102,10.0232125,9.7483063,9.831378,10.3813563,10.4695426,10.140152,10.1978522,9.874362,10.3855973,10.8513928,10.7188864
"LIPF",0.8152066,0.634630199999999,1.6726723,0.0323955999999992,1.6776626,1.7851992,1.946208,0.803600599999999,1.177001,0.926774999999999,1.9852629,2.5171306
"LIPG",7.3730078,5.3877287,5.1136103,5.9292736,3.9199056,6.51941923,6.80140117,5.0026055,5.5245896,6.796073,5.3263073,6.1558085
"LIPH",5.2939759,5.572217,5.518951,7.58895496,6.23263744,6.57853607,5.2944355,5.6131201,7.72599987,6.4696951,6.75948242,7.37725738
"LIPJ",1.8638172,0.8114272,1.7699671,1.5544406,2.3450361,2.4491072,2.2253676,0.907129299999999,1.1853436,1.0604968,1.860734,2.059063
"LIPK",0.8661771,0.690697599999999,1.6560421,0.195584599999999,1.71907,1.8298096,1.6081953,2.9177796,1.1665046,1.1103073,3.1228242,2.5370636
"LIPM",3.6515694,4.8413864,4.0134186,4.1696206,4.5618106,5.2328248,4.1922407,3.9157143,4.2404442,4.2272911,4.614419,5.1641093
"LIPN",2.7014141,2.871892,3.0342574,3.465528,3.5427952,2.9288886,2.6349326,3.29527,3.0440398,2.2555719,3.8478709,3.304617
"LIPT1",6.52729992,6.38303856,6.3638907,6.491231,6.2710591,5.8756028,6.55235485,6.2066279,6.1556454,6.22596744,5.8290243,5.2634893
"LIPT2",6.88988212,6.12314705,7.4642935,6.28401855,6.67905334,5.5823961,6.1917,5.8079949,6.6466227,6.05986503,6.986350094,6.74261812
"LIRIL2R",1.2299676,1.1977176,1.6643472,0.256918,2.7919046,1.8289206,1.5564656,0.797420099999999,1.1696959,1.7372286,2.9303976,2.989995
"LITAF",8.4133473,8.0865126,7.35196975,8.8657074,7.57410816,7.78472904,7.5952454,8.1894961,9.5455876,8.8043023,8.2767258,8.1902571
"LITATS1",4.129807,3.498631,3.6794486,3.0344491,3.4943676,2.9791823,4.0088783,3.4321714,4.1512204,3.4552598,4.340396,2.4814496
"LIVAR",2.3487039,3.5063782,3.0107736,3.7829004,4.0108586,3.6080881,2.5068116,3.3210893,2.0235426,2.6920126,4.1125951,4.3651196
"LIX1",0.777296099999999,0.5875486,1.5799816,0.038837,1.6290326,1.8042346,1.5217436,0.7791576,1.1444286,0.9280186,3.1707349,2.4620896
"LIX1-AS1",1.5657436,3.5573697,3.3457628,2.5463866,3.3432598,2.8428296,2.2083396,1.9467186,2.9111152,1.3901096,3.7340141,3.0362068
"LIX1L",9.5792323,8.6332131,8.5980254,9.3671961,8.4609127,7.7005663,8.6849594,8.9764605,8.8757744,9.4910689,9.0129519,7.36556057
"LIX1L-AS1",6.0542164,5.6059723,5.6966019,5.970316,6.71108535,6.6630917,6.59787182,5.9950915,6.32427505,5.9084454,6.3679886,6.62498573
"LKAAEAR1",12.3340446,11.753563,12.227047,12.0126973,12.0958546,12.0462733,12.0849209,12.049553,12.2054081,12.2355423,12.6400116,12.4109822
"LL0XNC01-250H12.3",5.9535075,5.7694569,5.6407652,5.7922907,5.0686756,5.1785674,5.4374976,5.9378081,5.9817267,5.8101082,5.1739874,6.4113207
"LL22NC01-81G9.3",4.080875,5.1686468,4.5648404,4.6981521,5.4039546,5.719193,4.7990508,4.8367096,4.255311,4.3472553,6.221551,5.2188969
"LLCFC1",2.8724156,3.1029225,1.6166191,3.5743761,2.8816681,2.8720761,2.8544979,3.0245876,3.3508349,3.0650596,4.0314556,3.0349763
"LLGL1",2.0410071,0.677966199999999,1.6856116,0.0624608999999996,1.7299626,1.7735339,2.0957196,1.6129961,1.2108026,0.9546366,2.1157461,2.6057236
"LLGL2",11.7891341,10.5653153,11.6871062,10.5689049,11.1797106,11.3356181,11.2276373,10.399477,10.1109162,10.9082203,11.8237896,11.3971346
"LLPH-DT",5.1853805,4.3158789,4.5085693,5.2904697,5.0227404,5.018457,4.8250695,4.1518183,4.6985126,3.971107,4.3516841,4.406981
"LMAN1",7.4146662,6.340704,7.4924803,6.59268573,5.93784,6.1957307,7.038037335,6.39861015,7.18395809,7.11902431,4.7995382,4.1870203
"LMAN1L",4.5831004,4.9072456,4.6876946,4.4094301,5.1157661,5.1047531,4.3763299,4.6540661,4.6080075,4.3616186,5.7934504,4.8924008
"LMAN2",12.4622202,11.5169356,11.5740862,11.860056,12.1810896,12.7755996,11.7649813,11.641017,12.0778742,12.2728749,13.4930746,12.6495161
"LMAN2L",7.09206775,6.51020054,6.77568153,6.67895988,6.54583362,6.2994409,6.61020473,6.3430033,6.50334934,6.81341556,6.62502197,6.5882378
"LMBR1",8.3141184,7.7783928,8.5860663,7.31368545,7.09362987,6.1776352,7.61409477,7.050864255,7.106904065,7.3235369,4.7766304,6.33473066
"LMBR1L",6.34156517,6.54458622,6.2330294,6.55408672,6.90453247,6.57003597,6.32501415,6.79458622,6.941549336,6.53244308,7.2503691,6.64523224
"LMBRD1",9.4625597,8.980999,9.4535266,8.6262493,8.8272534,8.5314627,9.4934006,8.3776274,9.0245743,9.3893051,7.4475718,8.8176585
"LMBRD2",7.5244227,6.77573112,7.72790245,6.56969837,6.77679065,6.84747604,7.3412657,6.710269,6.79985717,6.74099163,4.7324616,6.69971946
"LMCD1",8.2503271,7.86580375,6.2783976,8.3032532,6.52207187,7.99929145,7.26675514,8.3323489,7.1163216,8.4445362,8.1710377,9.1527262
"LMCD1-AS1",4.4947366,4.9443732,2.7307626,5.3430224,3.1561203,4.5647378,4.5218016,5.9587717,3.1246338,5.6356149,3.7194491,5.2713805
"LMF1-AS1",9.4317923,10.1130916,9.4014836,10.1974993,9.8707505,9.9666062,9.9084101,10.3858776,9.9538498,10.0462227,10.3288489,10.4549056
"LMF2",8.8773737,8.4781056,8.60392,8.4413548,8.6615525,9.2566758,8.6957398,8.8487006,8.7794037,8.9541416,8.9669256,9.2579166
"LMLN-AS1",6.0611868,6.02759746,5.7515803,5.9441233,6.50430397,6.85236934,6.13964657,6.354312,6.37390426,6.4372559,6.4535971,6.52364877
"LMNA",11.6087896,10.7333804,11.0610716,11.2519503,11.2047996,11.168725,11.4529696,12.0384016,11.5948526,11.3594476,12.2696009,11.7004691
"LMNB1",1.320982,2.1664896,2.981915,4.2038403,1.9586366,2.1938639,2.3510756,2.4934116,4.7478046,3.0860129,1.9494726,3.0377196
"LMNB1-DT",2.2617183,2.9528361,1.9229193,2.8480163,3.4641018,3.5428396,2.2497396,3.0045009,1.4691782,2.1020786,3.5255313,3.7663056
"LMNB2",8.6533594,7.68991855,7.71142296,7.80995754,7.32330135,9.074996,7.66803363,8.2541838,8.0889378,8.8422308,6.17618374,7.3459044
"LMNTD1",11.3967791,11.5467216,11.482153,11.5690832,10.9675846,11.2840606,11.4174633,11.4595576,11.9040986,12.1393996,10.7197036,9.7629176
"LMNTD2",7.09535507,6.2988606,6.59750656,5.8970776,6.45914653,6.04899505,6.66605762,6.30826286,5.6829911,6.60994342,5.9103394,5.8669486
"LMNTD2-AS1",4.5285855,5.6235896,4.8414789,4.8560744,6.06303695,5.6569786,5.2747927,5.5952597,5.0318203,4.8836222,5.7740746,5.7771807
"LMO2",8.3526564,8.6136361,8.5527773,9.0532303,7.7903557,8.838213,8.1368924,8.7273207,9.4984103,8.8953572,8.3373652,8.2603779
"LMO3",0.8310806,1.3780871,2.2129406,1.0208196,2.4465223,1.8175076,1.5590126,1.5691796,1.9455243,0.960034599999999,2.1311686,2.6530226
"LMO4",10.7527399,9.8485336,9.450985,9.9509716,9.382844,9.88869,10.1703949,9.7937928,9.639328,10.2289315,10.0762225,10.307004
"LMO7",9.2347899,9.5542708,8.592927,9.5618936,9.1220398,10.2000113,9.1544972,9.2383738,8.5733605,10.1445685,10.2404452,10.0481206
"LMO7-AS1",3.9998741,3.4725906,4.5962344,3.6857853,3.5681868,2.9869746,2.5634241,3.5571461,3.7688699,3.8076568,2.488739,3.1313296
"LMO7DN",4.039898,6.4235783,5.2593084,8.6201468,5.4703513,6.82663349,4.5086317,5.1657963,6.5087414,5.0535999,10.0702744,4.8724914
"LMOD1",11.2626801,11.1737461,9.7611026,11.8974076,9.4034548,10.597312,10.4720402,11.6105606,12.1458886,11.52493,10.6541156,10.4285994
"LMOD2",5.1318498,5.2560592,4.0581498,7.031202351,7.8851719,6.92238811,4.2377859,5.252687,5.0054431,6.39109806,4.8365356,4.5176249
"LMOD3",6.89075855,6.46192554,6.75392345,6.79730037,7.16476825,7.36756996,7.1755791,6.985189473,6.7789326,7.24188045,7.31720642,7.60547165
"LMTK2",8.3328429,7.74683574,8.1516295,8.9050331,7.8257771,8.3237858,7.8314896,7.76849846,8.8477478,8.2656546,8.988431,9.0090876
"LMTK3",13.5639572,13.065465,13.3616782,13.0367031,12.8690776,12.5656033,13.4014559,13.4806853,13.447176,13.4245034,13.5367403,13.2434026
"LMX1A",1.1323816,2.7772899,1.6705556,1.5524836,1.9466706,3.559382,1.5813809,2.227809,1.6094276,1.0069916,2.5397849,2.5447159
"LMX1A-AS1",6.5550404,6.8096104,6.49827675,8.1431771,7.40727714,7.94069294,6.98408321,7.37078098,7.58173374,6.82860569,7.20209507,7.39836887
"LMX1A-AS2",5.0478287,5.9478293,5.8161545,5.4326344,6.27663425,6.31677536,5.4245105,5.8598662,5.2756496,4.9543305,6.77721647,6.19688276
"LMX1B",8.2714472,7.772358,8.0737181,8.4127074,8.4915705,8.8007059,8.4373265,8.4327269,8.6009961,8.7392493,8.9235831,8.1376505
"LMX1B-DT",3.8460956,4.9243346,4.5930758,4.2975626,5.0822339,4.8436576,4.5378866,4.7011352,4.3728452,4.3207622,5.3229256,5.412827
"LNC-LBCS",5.9365034,5.8862858,6.2096758,7.14275459,7.05154041,6.1639643,5.8970271,6.19842724,7.18470291,6.73498348,5.4128986,6.09485296
"LNC-RHL1",5.4382129,5.9313574,5.9073658,5.6055117,6.01976875,5.8681031,5.6772204,6.3864222,6.69583324,5.3365746,6.47596744,6.025446
"LNC-WAL",8.6967087,8.473013,8.9140044,8.5847407,8.7188435,8.5092535,8.7544146,8.5884056,8.9276686,9.0582342,7.73027996,8.930893
"LNCAROD",0.9404676,1.599648,1.9042766,2.3485823,1.6133556,2.4399666,1.512137,2.7298761,4.009779,1.3550229,1.7940221,3.4851294
"LNCARSR",0.836606099999999,3.188386,1.7157469,2.1379166,1.7411766,2.0982956,1.7635286,1.0316096,1.2721243,1.3656292,3.7145548,2.4054304
"LNCATV",14.3975172,14.1707421,14.3303213,13.8484326,14.4339371,11.7795496,14.4173336,14.0764036,14.128109,14.4716282,15.2229146,15.0813766
"LNCBRM",1.1506482,2.0286346,1.7553026,1.548676,2.4133476,2.1546021,1.6123296,1.3793173,1.1790471,1.1103056,1.7414942,2.2053309
"LNCEGFL7OS",2.2657366,3.7405944,2.2615986,4.0570011,3.298317,3.6522804,2.3872652,3.6767311,2.3363123,2.4561736,3.962265,3.1337171
"LNCHR1",6.14160446,6.2061091,6.28615,6.0662079,7.012378728,7.41386894,6.3896542,5.8990069,6.3526888,6.53919605,7.28269867,6.928505456
"LNCNEF",3.2484799,3.9178601,3.4735746,3.9930468,4.521328,4.5450016,3.8630014,3.7204643,3.5124183,3.1391173,5.9480296,4.5594826
"LNCOB1",4.653502,5.260438,5.0119901,4.9430123,5.6918059,6.14839843,5.1318322,5.5836439,4.8963738,4.6714068,6.11919645,6.04031185
"LNCOC1",1.276721,2.4557306,1.7261176,0.5218836,1.7238046,2.4841136,1.5498306,0.851429,1.191,1.1383976,2.7214106,2.2849726
"LNCOG",3.6569863,5.2685233,4.1862688,5.5947228,4.2296138,4.5807009,4.1638074,4.4672566,4.4803506,3.4197588,5.377575,3.0503221
"LNCPOIR",0.805162599999999,2.0861916,1.6118806,0.0559235999999999,1.7085066,2.0049476,1.6868246,0.8202576,2.09652,2.2918186,2.1334982,2.649786
"LNCPRESS1",0.8490401,0.893096,2.4567681,0.0746288999999996,1.7707846,1.8263841,1.5615282,0.810725199999999,1.172658,0.9824829,2.0885726,2.671547
"LNCPRESS2",4.1095209,4.9157091,4.8580733,4.7314736,5.2856722,5.4975081,4.604878,5.0355592,4.1995859,4.3782086,5.5833116,5.2949906
"LNCPTCTS",2.5727172,3.8660088,3.9587283,3.2047449,4.3162318,3.7173753,3.4063736,3.6928964,2.6817286,2.7687402,4.7636538,4.4753051
"LNCRI",2.0813496,4.0580956,3.5070406,3.3175707,3.5890603,3.5115666,3.1731816,3.7522216,2.9926956,1.7321006,5.2484393,3.8796955
"LNCRNA-IUR",5.2356124,5.8413554,5.8287106,6.09746936,6.401681,5.5857053,5.7475129,5.9785033,5.8885661,5.93429,6.0023532,6.03065065
"LNCROPM",9.6614866,9.2236081,9.2100573,9.2110043,8.2244578,7.9842873,9.1496678,9.3888998,8.7317753,9.7494116,8.3570814,7.085277115
"LNCSRLR",4.740407,5.6948243,5.2866674,6.0158644,5.5399366,5.74293,5.7796069,6.14412216,5.1486521,6.2318764,6.0762215,5.403637
"LNCTAM34A",5.2880817,6.044426,5.9176474,5.881444,6.7389441,6.4938474,5.7067652,5.277462,5.7812796,5.0694824,8.2799683,6.73109487
"LNCTSI",1.8990121,3.3006282,1.7842722,3.664094,2.9269986,3.7660113,1.6668949,3.0157328,3.019454,2.179019,4.4534665,3.1162985
"LNMICC",5.8638754,6.5006762,5.8638611,6.2063437,6.977039372,6.85056118,6.3735352,6.0159998,5.8106714,5.8646431,6.52636055,6.965045964
"LNP1",4.3337059,4.2069865,4.5008917,4.5717678,4.2620559,4.8157754,3.9582901,3.872994,4.5551343,4.4423914,4.2077389,4.2793923
"LNPEP",9.6080637,9.2781334,9.6789636,9.3031512,9.9834738,8.9147368,9.167574,9.2648135,9.5686522,9.6541748,8.6762629,8.076108
"LNPK",6.03316024,5.9245959,6.40631584,5.9239254,4.6344834,4.0376268,6.3590384,6.2883654,6.57732204,6.26046756,2.8689943,4.5221686
"LNROP",5.17554,6.0456019,6.01418785,5.6454621,6.2616549,6.091558,6.0262709,5.9703122,5.4100776,5.1387868,6.26274065,6.37073044
"LNX1",5.7352166,5.4649783,5.9932108,5.0237017,5.4492264,5.276105,5.9275847,4.9885145,4.8466086,5.2641945,4.0435515,5.2918034
"LNX1-AS1",1.0728166,1.1320026,3.2448026,1.1712609,1.6876136,1.8384433,1.6440831,0.842774599999999,1.1562686,1.0010033,2.1157656,2.4238839
"LNX1-AS2",1.3502036,3.6753769,2.4853846,3.2301226,3.5774316,3.3347856,2.6153183,2.6197329,2.963728,1.8115606,5.3200231,4.1141606
"LNX2",7.6603594,6.89525608,8.0457669,6.55908493,6.39924625,6.30453876,7.65835,6.40935997,5.9491291,6.89086059,4.3914943,6.35061744
"LOHAN2",3.2842341,5.3079753,4.4408589,5.0088711,5.6038871,5.4234648,4.6041866,4.635057,4.0615778,3.7661691,5.7175575,5.1888719
"LOLI1",1.3544196,1.1406293,2.2640246,0.754843599999999,1.6835552,1.8199048,1.5617046,0.8352276,1.1644268,0.9619516,1.9773999,2.5014736
"LONP1",7.72834686,7.012023961,7.16422275,6.97638515,7.22952465,7.4386683,7.135789906,7.032721554,6.81780342,7.13206867,7.9616652,7.47763733
"LONP2",6.4339514,6.3161345,6.30179886,6.38657955,6.1843205,4.748715,6.35303787,6.19115356,6.0308199,6.2054768,5.4719601,5.3657298
"LONRF1",7.25648311,6.60632137,7.4823647,6.8340073,6.28764824,5.3221279,7.71827034,6.75407604,6.391779,7.032482182,4.3571773,2.6714886
"LONRF2",8.7153693,8.2542019,8.1091433,9.1942636,7.957449,8.4258051,8.6182003,9.2180205,9.0461884,9.3527375,7.9083462,8.6353665
"LONRF3",6.69566063,5.8313485,7.51089195,5.3261605,4.9186759,3.012774,6.67877964,5.799306,5.4396072,6.17057136,3.8196502,3.4414706
"LORICRIN",0.7846566,4.0084358,2.478817,2.0314596,3.318532,1.789784,1.5291071,2.6750106,1.1476696,1.0050966,4.7070846,2.7129999
"LOX",8.9720269,8.4672661,8.1423111,8.3673859,7.6341725,8.2633534,8.2329369,8.6898566,9.1455726,8.6234599,5.8757363,7.674223
